year,haul_date,species,fmp_subarea,gear_type,extrapolated_weight
2020,2020-08-04T00:00:00Z,330,CG,1,110.85
2020,2020-08-07T00:00:00Z,330,CG,1,133.51
2020,2020-08-07T00:00:00Z,330,CG,1,41.4
2020,2020-05-11T00:00:00Z,330,CG,2,202.29
2020,2020-05-13T00:00:00Z,330,CG,1,164.79
2020,2020-08-28T00:00:00Z,330,WG,1,99.63
2020,2020-08-14T00:00:00Z,330,WG,1,74.52
2020,2020-08-15T00:00:00Z,330,WG,1,4376.77
2020,2020-05-16T00:00:00Z,330,CG,1,1690.35
2020,2020-05-26T00:00:00Z,330,CG,1,516.19
2020,2020-08-29T00:00:00Z,330,WG,1,36.58
2020,2020-09-02T00:00:00Z,330,WG,1,285.83
2020,2020-06-04T00:00:00Z,330,CG,1,782.13
2020,2020-05-20T00:00:00Z,330,CG,1,12.81
2020,2020-06-15T00:00:00Z,330,CG,1,3263.53
2020,2020-07-30T00:00:00Z,330,WG,1,155.19
2020,2020-08-01T00:00:00Z,330,WG,1,1138.11
2020,2020-08-01T00:00:00Z,330,WG,1,29.05
2020,2020-08-04T00:00:00Z,330,WG,1,207.09
2020,2020-08-24T00:00:00Z,330,WG,1,66.99
2020,2020-05-04T00:00:00Z,330,CG,1,1910.61
2020,2020-05-12T00:00:00Z,330,CG,1,9229.11
2020,2020-05-23T00:00:00Z,330,CG,1,436
2020,2020-06-13T00:00:00Z,330,CG,1,3825.12
2020,2020-06-14T00:00:00Z,330,CG,1,49.96
2020,2020-06-14T00:00:00Z,330,CG,1,72.03
2020,2020-06-23T00:00:00Z,330,CG,1,96.85
2020,2020-06-27T00:00:00Z,330,CG,1,119.6
2020,2020-07-03T00:00:00Z,330,CG,1,1079.26
2020,2020-07-04T00:00:00Z,330,CG,1,1643.3
2020,2020-06-25T00:00:00Z,330,CG,1,53.36
2020,2020-07-07T00:00:00Z,330,WY,1,771.09
2020,2020-04-27T00:00:00Z,330,CG,1,71.79
2020,2020-07-13T00:00:00Z,330,CG,1,4505.89
2020,2020-07-14T00:00:00Z,330,WG,1,20.58
2020,2020-08-15T00:00:00Z,330,WG,1,110.03
2020,2020-09-16T00:00:00Z,330,SE,8,20.17
2020,2020-08-27T00:00:00Z,330,WG,1,108.26
2020,2020-07-30T00:00:00Z,330,WG,1,184.71
2020,2020-08-10T00:00:00Z,330,WG,1,787.41
2020,2020-08-16T00:00:00Z,330,WG,1,108.52
2020,2020-08-17T00:00:00Z,330,WG,1,534.43
