year,n_s,n_h,AA_Index,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
1998,342,41,1,0,0,0,0,0.0029239766081871343,0.0029239766081871343,0.023391812865497075,0.02046783625730994,0.023391812865497075,0.06725146198830409,0.07602339181286549,0.11403508771929824,0.09941520467836257,0.06725146198830409,0.08187134502923976,0.03216374269005848,0.03508771929824561,0.02046783625730994,0.03216374269005848,0.043859649122807015,0.05847953216374269,0.029239766081871343,0.02631578947368421,0.02046783625730994,0.017543859649122806,0.008771929824561403,0.011695906432748537,0.02046783625730994,0.014619883040935672,0.005847953216374269,0.014619883040935672,0.014619883040935672,0,0,0,0,0.005847953216374269,0,0.005847953216374269,0,0,0.0029239766081871343,0,0
1999,308,160,1,0,0,0,0.006493506493506494,0.003246753246753247,0.006493506493506494,0,0.04220779220779221,0.012987012987012988,0.02922077922077922,0.03896103896103896,0.048701298701298704,0.06168831168831169,0.1266233766233766,0.06493506493506493,0.05844155844155844,0.04220779220779221,0.01948051948051948,0.022727272727272728,0.032467532467532464,0.02922077922077922,0.07467532467532467,0.04220779220779221,0.00974025974025974,0.025974025974025976,0.016233766233766232,0.04220779220779221,0.03571428571428571,0.022727272727272728,0.02922077922077922,0.012987012987012988,0.003246753246753247,0.006493506493506494,0.006493506493506494,0,0.006493506493506494,0.003246753246753247,0.003246753246753247,0.003246753246753247,0,0.006493506493506494,0.003246753246753247,0,0
2000,466,163,1,0,0,0,0.002145922746781116,0.027896995708154508,0.004291845493562232,0.019313304721030045,0.019313304721030045,0.0407725321888412,0.027896995708154508,0.05793991416309013,0.05150214592274678,0.04721030042918455,0.055793991416309016,0.08369098712446352,0.06223175965665236,0.05793991416309013,0.027896995708154508,0.023605150214592276,0.01072961373390558,0.0407725321888412,0.0407725321888412,0.05150214592274678,0.02145922746781116,0.032188841201716736,0.015021459227467811,0.023605150214592276,0.02575107296137339,0.045064377682403435,0.023605150214592276,0.01072961373390558,0.012875536480686695,0.002145922746781116,0.002145922746781116,0.004291845493562232,0,0.002145922746781116,0.006437768240343348,0.006437768240343348,0.004291845493562232,0.002145922746781116,0.004291845493562232,0,0.002145922746781116
2001,386,140,1,0,0,0,0,0.010362694300518135,0.04404145077720207,0.02072538860103627,0.03367875647668394,0.038860103626943004,0.046632124352331605,0.038860103626943004,0.05699481865284974,0.05699481865284974,0.04404145077720207,0.05699481865284974,0.07772020725388601,0.05699481865284974,0.04404145077720207,0.025906735751295335,0.03367875647668394,0.015544041450777202,0.031088082901554404,0.03626943005181347,0.05181347150259067,0.04145077720207254,0.015544041450777202,0.023316062176165803,0.010362694300518135,0.018134715025906734,0.02072538860103627,0.012953367875647668,0.007772020725388601,0.0051813471502590676,0.0025906735751295338,0,0.010362694300518135,0.007772020725388601,0,0.0025906735751295338,0,0,0,0,0
2002,480,159,1,0,0,0,0,0,0.03333333333333333,0.14166666666666666,0.06041666666666667,0.05,0.04375,0.04791666666666667,0.05,0.029166666666666667,0.029166666666666667,0.05416666666666667,0.07083333333333333,0.06666666666666667,0.0375,0.025,0.027083333333333334,0.020833333333333332,0.014583333333333334,0.029166666666666667,0.041666666666666664,0.022916666666666665,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.0125,0.010416666666666666,0.0125,0.008333333333333333,0.00625,0,0.004166666666666667,0.00625,0,0.0020833333333333333,0.004166666666666667,0,0,0,0.0020833333333333333,0.004166666666666667
2004,642,239,1,0,0,0,0.001557632398753894,0.012461059190031152,0.006230529595015576,0.03426791277258567,0.1059190031152648,0.15109034267912771,0.048286604361370715,0.03582554517133956,0.03426791277258567,0.028037383177570093,0.028037383177570093,0.03271028037383177,0.017133956386292833,0.029595015576323987,0.04672897196261682,0.06386292834890965,0.03894080996884735,0.029595015576323987,0.02336448598130841,0.010903426791277258,0.014018691588785047,0.024922118380062305,0.04205607476635514,0.029595015576323987,0.010903426791277258,0.020249221183800622,0.009345794392523364,0.009345794392523364,0.010903426791277258,0.00778816199376947,0.010903426791277258,0.009345794392523364,0.003115264797507788,0.003115264797507788,0.001557632398753894,0.001557632398753894,0,0.004672897196261682,0.003115264797507788,0,0.004672897196261682
2005,379,182,1,0,0,0,0,0,0.021108179419525065,0.044854881266490766,0.0712401055408971,0.1503957783641161,0.16358839050131926,0.047493403693931395,0.018469656992084433,0.026385224274406333,0.036939313984168866,0.029023746701846966,0.021108179419525065,0.029023746701846966,0.026385224274406333,0.029023746701846966,0.044854881266490766,0.021108179419525065,0.029023746701846966,0.010554089709762533,0.0079155672823219,0.005277044854881266,0.029023746701846966,0.0316622691292876,0.026385224274406333,0.026385224274406333,0.0079155672823219,0,0.0079155672823219,0.0158311345646438,0.002638522427440633,0.005277044854881266,0.002638522427440633,0.002638522427440633,0.005277044854881266,0,0,0,0.002638522427440633,0,0
2006,469,186,1,0,0,0,0,0.006396588486140725,0.0021321961620469083,0.04477611940298507,0.06609808102345416,0.06823027718550106,0.1257995735607676,0.06823027718550106,0.042643923240938165,0.031982942430703626,0.029850746268656716,0.021321961620469083,0.014925373134328358,0.04051172707889126,0.029850746268656716,0.021321961620469083,0.042643923240938165,0.04904051172707889,0.03837953091684435,0.0255863539445629,0.010660980810234541,0.010660980810234541,0.019189765458422176,0.019189765458422176,0.03411513859275053,0.03411513859275053,0.023454157782515993,0.006396588486140725,0.006396588486140725,0.01279317697228145,0.01279317697228145,0.019189765458422176,0.008528784648187633,0,0.0021321961620469083,0.0021321961620469083,0,0.0021321961620469083,0.0021321961620469083,0.0042643923240938165,0
2008,487,304,1,0,0,0,0,0,0.006160164271047228,0.018480492813141684,0.024640657084188913,0.08008213552361396,0.06981519507186858,0.04722792607802875,0.09034907597535935,0.07597535934291581,0.030800821355236138,0.022587268993839837,0.012320328542094456,0.006160164271047228,0.01026694045174538,0.022587268993839837,0.02053388090349076,0.01642710472279261,0.039014373716632446,0.049281314168377825,0.028747433264887063,0.030800821355236138,0.022587268993839837,0.006160164271047228,0.014373716632443531,0.026694045174537988,0.026694045174537988,0.03490759753593429,0.030800821355236138,0.018480492813141684,0.018480492813141684,0.006160164271047228,0.018480492813141684,0.018480492813141684,0.012320328542094456,0.006160164271047228,0.002053388090349076,0.008213552361396304,0.004106776180698152,0,0.022587268993839837
