age,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
2,0.8794,0.0683,0.0332,0.0133,0.0043,0.0012,3e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.2078,0.151,0.1773,0.1703,0.1338,0.0859,0.0451,0.0194,0.0068,0.002,5e-4,1e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.0062,0.0141,0.0351,0.0714,0.1188,0.1615,0.1793,0.1627,0.1206,0.073,0.0361,0.0146,0.0048,0.0013,3e-4,1e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,2e-4,0.001,0.0038,0.0121,0.0311,0.0652,0.1119,0.1567,0.1791,0.1673,0.1275,0.0794,0.0403,0.0167,0.0057,0.0016,4e-4,1e-4,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,1e-4,4e-4,0.0016,0.0058,0.017,0.0409,0.0803,0.1286,0.168,0.1793,0.1561,0.1109,0.0643,0.0304,0.0117,0.0037,9e-4,2e-4,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,2e-4,0.0011,0.0043,0.0132,0.0335,0.0692,0.1167,0.1605,0.18,0.1647,0.1229,0.0748,0.0371,0.015,0.005,0.0013,3e-4,1e-4,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,3e-4,0.0013,0.0048,0.0146,0.0363,0.0737,0.1217,0.164,0.1802,0.1615,0.1179,0.0702,0.0341,0.0135,0.0044,0.0011,2e-4,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,1e-4,5e-4,0.0022,0.0076,0.0214,0.0492,0.0921,0.1404,0.1746,0.177,0.1462,0.0984,0.054,0.0241,0.0088,0.0026,6e-4,1e-4,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,1e-4,3e-4,0.0013,0.005,0.0151,0.0374,0.0754,0.1237,0.1655,0.1805,0.1603,0.116,0.0684,0.0328,0.0129,0.0041,0.0011,2e-4,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,2e-4,0.0011,0.0041,0.013,0.0331,0.0689,0.1166,0.1608,0.1806,0.1653,0.1232,0.0748,0.037,0.0149,0.0049,0.0013,3e-4,1e-4,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-4,0.0011,0.0043,0.0134,0.0339,0.0702,0.1181,0.162,0.1808,0.1643,0.1216,0.0733,0.036,0.0144,0.0047,0.0012,3e-4,1e-4
13,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-4,3e-4,0.0014,0.0053,0.016,0.0393,0.0783,0.127,0.1678,0.1805,0.1581,0.1127,0.0654,0.0309,0.0119,0.0037,9e-4,2e-4
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-4,5e-4,0.0022,0.0076,0.0216,0.0496,0.0929,0.1415,0.1756,0.1772,0.1456,0.0974,0.053,0.0235,0.0085,0.0025,7e-4
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-4,0.001,0.0038,0.012,0.0312,0.0659,0.1134,0.1587,0.1808,0.1676,0.1264,0.0776,0.0387,0.0157,0.0052,0.0018
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-4,4e-4,0.002,0.0069,0.0199,0.0467,0.089,0.138,0.174,0.1786,0.1491,0.1013,0.056,0.0252,0.0092,0.0036
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-4,0.0011,0.0042,0.0131,0.0335,0.0697,0.1178,0.162,0.1813,0.165,0.1221,0.0735,0.036,0.0143,0.0062
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-4,6e-4,0.0026,0.0089,0.0246,0.0551,0.1002,0.1483,0.1785,0.1747,0.1391,0.09,0.0474,0.0203,0.0096
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-4,4e-4,0.0018,0.0063,0.0186,0.0442,0.0856,0.1348,0.1726,0.1797,0.1521,0.1047,0.0586,0.0267,0.0137
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3e-4,0.0012,0.0047,0.0144,0.0362,0.0739,0.1226,0.1654,0.1815,0.1619,0.1174,0.0692,0.0332,0.0183
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-4,9e-4,0.0036,0.0115,0.0302,0.0645,0.112,0.1579,0.1811,0.1688,0.1279,0.0788,0.0394,0.0232
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-4,7e-4,0.0028,0.0094,0.0258,0.0571,0.1029,0.1508,0.1795,0.1737,0.1366,0.0873,0.0453,0.028
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-4,5e-4,0.0023,0.0079,0.0224,0.0512,0.0954,0.1442,0.1772,0.1769,0.1436,0.0947,0.0507,0.0328
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-4,4e-4,0.0019,0.0068,0.0198,0.0466,0.089,0.1383,0.1746,0.1791,0.1493,0.1011,0.0556,0.0373
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-4,4e-4,0.0016,0.006,0.0178,0.0428,0.0838,0.1332,0.172,0.1805,0.1538,0.1065,0.0599,0.0415
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-4,3e-4,0.0014,0.0054,0.0162,0.0398,0.0795,0.1288,0.1695,0.1813,0.1575,0.1111,0.0637,0.0454
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3e-4,0.0013,0.0049,0.015,0.0374,0.0758,0.125,0.1672,0.1818,0.1605,0.1151,0.067,0.0489
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-4,0.0012,0.0045,0.014,0.0354,0.0728,0.1217,0.1651,0.182,0.1628,0.1184,0.0699,0.052
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-4,0.0011,0.0042,0.0132,0.0338,0.0704,0.1189,0.1633,0.182,0.1648,0.1211,0.0723,0.0547
