30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-4,0.001,0.0039,0.0125,0.0325,0.0683,0.1166,0.1617,0.182,0.1664,0.1235,0.0744,0.0571
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-4,9e-4,0.0037,0.012,0.0314,0.0665,0.1146,0.1602,0.1819,0.1677,0.1255,0.0762,0.0591
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-4,9e-4,0.0036,0.0116,0.0304,0.0651,0.1129,0.159,0.1818,0.1687,0.1271,0.0777,0.0609
33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-4,9e-4,0.0034,0.0112,0.0297,0.0639,0.1115,0.158,0.1817,0.1696,0.1285,0.0791,0.0625
34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-4,8e-4,0.0033,0.0109,0.0291,0.0628,0.1103,0.157,0.1815,0.1703,0.1297,0.0802,0.0638
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-4,8e-4,0.0032,0.0107,0.0285,0.062,0.1092,0.1563,0.1814,0.1709,0.1307,0.0811,0.0649
36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-4,8e-4,0.0032,0.0104,0.0281,0.0612,0.1084,0.1556,0.1813,0.1714,0.1315,0.0819,0.0659
37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-4,8e-4,0.0031,0.0103,0.0277,0.0606,0.1076,0.1551,0.1812,0.1719,0.1323,0.0826,0.0667
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-4,7e-4,0.003,0.0101,0.0274,0.0601,0.107,0.1546,0.1811,0.1722,0.1329,0.0832,0.0674
39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-4,7e-4,0.003,0.01,0.0271,0.0597,0.1065,0.1542,0.1811,0.1725,0.1334,0.0836,0.068
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-4,7e-4,0.003,0.0099,0.0269,0.0593,0.1061,0.1538,0.181,0.1728,0.1338,0.084,0.0685
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-4,7e-4,0.0029,0.0098,0.0267,0.059,0.1057,0.1536,0.181,0.173,0.1342,0.0844,0.0689
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-4,7e-4,0.0029,0.0097,0.0265,0.0587,0.1054,0.1533,0.1809,0.1732,0.1345,0.0847,0.0693
43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-4,7e-4,0.0029,0.0097,0.0264,0.0585,0.1051,0.15310000000000001,0.1809,0.1734,0.1347,0.0849,0.0695
44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-4,7e-4,0.0028,0.0096,0.0263,0.0583,0.1049,0.1529,0.1809,0.1735,0.135,0.0851,0.0698
45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-4,7e-4,0.0028,0.0096,0.0262,0.0581,0.1047,0.1528,0.1809,0.1736,0.1352,0.0853,0.07
46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-4,7e-4,0.0028,0.0095,0.0261,0.058,0.1045,0.1527,0.1809,0.1737,0.1353,0.0855,0.0701
47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-4,7e-4,0.0028,0.0095,0.026,0.0579,0.1044,0.1526,0.1809,0.1738,0.1355,0.0856,0.0703
48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-4,7e-4,0.0028,0.0095,0.026,0.0578,0.1043,0.1525,0.1809,0.1739,0.1356,0.0857,0.0704
49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-4,7e-4,0.0028,0.0094,0.0259,0.0577,0.1042,0.1524,0.1809,0.174,0.1357,0.0858,0.0705
50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-4,7e-4,0.0028,0.0094,0.0259,0.0576,0.1041,0.1524,0.1809,0.1741,0.1358,0.0858,0.0705
51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-4,7e-4,0.0027,0.0093,0.0257,0.0574,0.1038,0.1522,0.1809,0.1742,0.136,0.0861,0.0708
