year,n_s,n_h,AA_Index,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
1984,356,6,1,0,0,0,0.014203845394169986,0.03983458645589974,0.09122448593317053,0.19053942811938343,0.11164722631059097,0.051380396496065794,0.04581273630501334,0.025857473725783207,0.07072759769734453,0.06697606087425358,0.06261150004429407,0.039557843311431674,0.01915666285065465,0.018611445691203495,0.005685878430700586,0.007456487777273577,0.003310244256385337,0.009676835047746992,0.031383125675859984,0.020863509859299304,0.006393035665233426,0.0031531603321560764,0.010272311575012759,0.003539568811929739,0.00909353341522092,0,0.004018870466142685,0.013451220923656285,0.002623355409924286,0,0.002623355409924286,0,0.003970662541075272,0,0,0.006063707189979191,0.004740279191290506,0,0.003539568811929739,0,0
1987,497,17,1,0,0.003324431820558647,0.017853560093739396,0.05515162777041839,0.04050039926252333,0.029632769318900937,0.0028327574108678354,0.02881230605190626,0.10109076688882462,0.11211896122041319,0.11159454040158917,0.03435701103434352,0.04279465702846997,0.014030339287795745,0.0366365922592094,0.1031484037225879,0.04088104964023116,0.07981094202435408,0.02721935353317639,0.025525321069204313,0.0069595928325731716,0.006510689257772473,0.002915515667386824,0.0039149269796423655,0.017399405690355658,0.025819172337322487,0.012029230792475098,0.003092129672856565,0.002297672788620258,0.005230517016166282,0,0.001973192133133297,0.003102482236536784,2.4181950186823658e-4,0,0,0,0,0,0,0.0010929556003714646,0,1.0490765380477802e-4,0
1990,331,12,1,0,6.466396985715864e-4,0.0018930328834261484,0.02912187263127676,0.05415822868566072,0.026529220192665834,0.040757584839828234,0.05380511776743138,0.04468084736987733,0.057716554565599563,0.035181735186887685,0.05363494979363887,0.08242390680984614,0.09709592311910549,0.05084985579697325,0.050755194636592796,0.006714490385848973,0.011214248574000003,0.06557157758550865,0.0663047073123443,0.04575469838663054,0.019160239372388026,0.008944792814815106,0.009726572134187778,0.033663966164175455,0.0063665583128981965,0.011685483272877797,0.0018346449154861963,0.009764095363878829,0.009567948040071075,0.009043996445455388,0.005431316942051979,0,0,0,0,0,0,0,0,0,0,0,0
1993,242,17,1,3.280889608134999e-4,0.0027656701090861525,0.003060536558087245,0.008535581629374536,0.010770221315331749,0.010951592787633652,0.06377086248882964,0.12015659115333997,0.06548208716309561,0.10306961646371347,0.04445481022188444,0.04889628543723858,0.040103280659905774,0.02434656006801693,0.05186955091628876,0.031311201565620436,0.03959665388965345,0.028036167505920966,0.004014674062111607,0.023185954525118548,0.03403142063269729,0.0444404430533566,0.0444733872259729,0.04637283888279248,0.006862972419968104,0.01678012716636757,0.022213648689410042,0.005697559672166156,0,0.0024366949577156616,0.009504290527303548,0.0053519394012967155,0.005628294784725031,0.005571037761289841,0.009368813785076313,0.001234605611641639,0,0.01375876654536801,0.0015671714017870934,0,0,0,0,0
1996,462,19,1,0.0025367870560708485,0.002476099993673799,0.0012964584333391245,0.0021139231366474414,0.011197165603557236,0.005731872312106442,0.02066841244242421,0.041069539225144745,0.05311975970443897,0.08526881353365699,0.07586398474500215,0.07730041389726781,0.040273349462178316,0.032902640204728266,0.03876626653075787,0.01652326698198128,0.03409662333561052,0.05446576485201557,0.08787631488132235,0.027700937119831338,0.030674936411032687,0.030269043381309056,0.03336127466102638,0.026870412660680437,0.05223045202907299,0.013617391235528582,0.014737271217276587,0.02753560859325354,0.0056699580585543264,0.007487542916650759,0.004224769710325602,0.014518237892866244,0.007471252590041506,0.004755809718389289,0,0.006570191948747814,0,0.001709145560895049,0,0,0.0029482893176244196,0.0041000186449695105,0,0
1999,278,27,1,0,1.2612885759828856e-4,0.0015756181422982643,0.010539857070365812,0.002710161309778686,0.009444034408073825,0.008941929143810732,0.04230614990147442,0.027674003561596,0.07925071625997593,0.0691742194973537,0.054226313988439426,0.05617670149615341,0.07823214977648213,0.091579142495054,0.015644098287735338,0.07209181879756214,0.01878348275726006,0.013007528116013545,0.030018426212612106,0.02193803103113725,0.025081307075502712,0.030258771117651923,0.019624974019554348,0.014997420948764504,0.033503685560397456,0.02479528227672348,0.02400752934634434,0.01649987678705661,0.023877169419367135,0.04542819653222555,0.010051665414001492,0.008313946201890701,0,0.0029349374807407513,0,0,0.012441690217802802,0.0017888100838000486,0.0029542264074011652,0,0,0,0
2001,466,85,1,1.1612589886980079e-4,0.005027589013530508,0.002541630035474003,0.005514301299107214,0.013081537953147052,0.04054838784025244,0.015668249643177617,0.03843035445578508,0.072486404274763,0.060512568029183755,0.03984741463402915,0.06274823014381427,0.04889769174911356,0.050218822438658536,0.0539184941844855,0.04452002678967734,0.05815093297245485,0.028751761394336273,0.022125337585190984,0.016520431332238995,0.011577027450484919,0.026568942976917854,0.04481287124270547,0.028727486214189062,0.04241065690628325,0.012228328770488683,0.009012653145832467,0.024165882216926553,0.020644846955386185,0.013684540160786471,0.018888576205153017,0.010844343631018943,0.007970622615158502,0.01665665832851706,0.003800807194881866,2.0615230459400453e-4,0,0.0017473094061715298,0.010488117913005874,0.009077003781009025,0,0,0,0.006860880913199346
2003,216,22,1,0,6.042050892789447e-4,0.0014582568629661285,0.03472399376043694,0.020975539747054288,0.014432404182510095,0.09634051365829552,0.1262062129604359,0.056427196534954656,0.03602852084266727,0.029142834159720042,0.021323240209693967,0.05137246543343454,0.03328608566772414,0.042746447717791944,0,0.01759110001580995,0.029633752762988554,0.06109105836761491,0.011898470721300132,0.02053009568138351,0.01063411947266925,0.006571008693465926,0.01350458489395623,0.025264670269275837,0.02992687003472721,0.05387150217852541,0.03453793314168303,0.015644820268676238,0,0,0.0414939335097467,0.009918124892646499,0.012254517581655336,0.006918404016541995,0.018934751020468373,0,0.0032899307517921367,0.011422434898108468,0,0,0,0,0
2005,417,72,1,0,1.370817262480371e-4,0.001089667440727221,0.0014087356160867011,0.014352729851813403,0.037036948679556037,0.05191553772233801,0.046654281449249886,0.061093066819853124,0.04655074738265601,0.03327244237742921,0.01105652401234883,0.020881410258263785,0.011874539241895929,0.01968796612478396,0.03210299184257123,0.03059228592490645,0.008086096843944002,0.038718320110600155,0.04639288569565852,0.018592679476215714,0.012456574698544491,0.011661410142917116,0.021224119074439513,0.02521872420644224,0.021671150158603256,0.03736596574882674,0.03578383373064083,0.03833841126593062,0.023106074236668297,0.03976390226139142,0.018245438640691693,0.04643753996748364,0.027203222253812602,0.02405031700084296,0.011394909813847155,0.0051172561256412966,0.010857887916949034,0.01118121188238693,0.004397596801885797,0,0.004053708384478039,0.013229118939862401,0.025744688150567706
