age,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
2,0.8677,0.0759,0.0365,0.0141,0.0044,0.0011,2e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-4
3,0.1991,0.1522,0.181,0.1745,0.1362,0.0862,0.0442,0.0183,0.0062,0.0017,4e-4,1e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1e-4
4,0.0066,0.0151,0.0376,0.0758,0.1246,0.1665,0.181,0.1602,0.1153,0.0675,0.0322,0.0125,0.0039,0.001,2e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1e-4,3e-4,0.0013,0.0049,0.0148,0.0366,0.0738,0.1217,0.1637,0.1797,0.1611,0.1179,0.0704,0.0343,0.0137,0.0044,0.0012,3e-4,0,0,0,0,0,0,0,0,0,0,0,0,-2e-4
6,0,0,0,1e-4,6e-4,0.0024,0.008,0.0221,0.0499,0.0923,0.1397,0.173,0.1753,0.1454,0.0987,0.0548,0.0249,0.0093,0.0028,7e-4,1e-4,0,0,0,0,0,0,0,0,0,-1e-4
7,0,0,0,0,0,1e-4,4e-4,0.0018,0.0064,0.0183,0.0428,0.0821,0.1293,0.167,0.1769,0.1536,0.1094,0.0639,0.0306,0.012,0.0039,0.001,2e-4,0,0,0,0,0,0,0,3e-4
8,0,0,0,0,0,0,0,1e-4,5e-4,0.0022,0.0074,0.0205,0.0466,0.0871,0.1338,0.1689,0.1751,0.1492,0.1045,0.0601,0.0284,0.011,0.0035,9e-4,2e-4,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,2e-4,0.001,0.0037,0.0114,0.029,0.0609,0.1051,0.1493,0.1746,0.168,0.133,0.0866,0.0464,0.0205,0.0074,0.0022,5e-4,1e-4,0,0,0,1e-4
10,0,0,0,0,0,0,0,0,0,0,1e-4,6e-4,0.0023,0.0077,0.0211,0.0473,0.0875,0.1335,0.1678,0.1738,0.1483,0.1043,0.0604,0.0289,0.0114,0.0037,0.001,2e-4,0,0,1e-4
11,0,0,0,0,0,0,0,0,0,0,0,1e-4,5e-4,0.0019,0.0065,0.0181,0.0418,0.0798,0.1256,0.163,0.1746,0.1543,0.1125,0.0677,0.0336,0.0138,0.0046,0.0013,3e-4,1e-4,-1e-4
12,0,0,0,0,0,0,0,0,0,0,0,0,1e-4,5e-4,0.0019,0.0065,0.0182,0.042,0.0798,0.1253,0.1625,0.1741,0.1541,0.1126,0.068,0.0339,0.014,0.0048,0.0013,3e-4,1e-4
13,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-4,6e-4,0.0024,0.0078,0.021,0.0468,0.0863,0.1315,0.1657,0.1726,0.1487,0.106,0.0624,0.0304,0.0122,0.0041,0.0011,3e-4
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-4,9e-4,0.0034,0.0105,0.0267,0.0564,0.0985,0.1424,0.1703,0.1686,0.1381,0.0936,0.0526,0.0244,0.0094,0.003,0.001
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-4,4e-4,0.0016,0.0054,0.0154,0.0364,0.0713,0.1157,0.1554,0.173,0.1595,0.1219,0.0771,0.0404,0.0175,0.0063,0.0026
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-4,8e-4,0.0029,0.0091,0.0238,0.0513,0.0917,0.1359,0.167,0.1702,0.1437,0.1007,0.0585,0.0281,0.0112,0.0049
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-4,4e-4,0.0017,0.0056,0.0159,0.0372,0.0722,0.1163,0.1554,0.1723,0.1585,0.121,0.0766,0.0403,0.0176,0.0089
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-4,0.001,0.0036,0.011,0.0275,0.0573,0.0989,0.1419,0.169,0.1671,0.1372,0.0935,0.0529,0.0249,0.014
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-4,6e-4,0.0025,0.0079,0.0209,0.0461,0.0844,0.1285,0.1626,0.1709,0.1492,0.1083,0.0653,0.0327,0.02
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-4,4e-4,0.0017,0.0058,0.0163,0.0377,0.0726,0.1163,0.1548,0.1714,0.1577,0.1207,0.0768,0.0406,0.0271
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-4,3e-4,0.0013,0.0045,0.013,0.0315,0.0632,0.1056,0.1469,0.1698,0.1634,0.1308,0.0871,0.0482,0.0343
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-4,0.001,0.0036,0.0107,0.0268,0.0557,0.0966,0.1392,0.1671,0.1669,0.1388,0.0961,0.0553,0.042
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-4,8e-4,0.0029,0.009,0.0232,0.0498,0.089,0.1323,0.1638,0.1689,0.1451,0.1038,0.0618,0.0494
