age,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-4,6e-4,0.0025,0.0078,0.0205,0.0451,0.0826,0.1261,0.1603,0.1699,0.15,0.1103,0.0676,0.0566
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-4,5e-4,0.0021,0.0068,0.0184,0.0413,0.0773,0.1206,0.1569,0.1701,0.1538,0.1159,0.0728,0.0634
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-4,5e-4,0.0019,0.0061,0.0168,0.0383,0.073,0.116,0.1537,0.1699,0.1567,0.1205,0.0773,0.0692
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-4,4e-4,0.0017,0.0056,0.0155,0.0358,0.0693,0.1119,0.1507,0.1694,0.1589,0.1243,0.0812,0.0752
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-4,4e-4,0.0015,0.0051,0.0144,0.0339,0.0663,0.1085,0.1481,0.1688,0.1606,0.1275,0.0845,0.0803
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-4,3e-4,0.0014,0.0048,0.0136,0.0322,0.0638,0.1055,0.1457,0.1681,0.1618,0.1302,0.0874,0.0851
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-4,3e-4,0.0013,0.0045,0.0129,0.0309,0.0618,0.103,0.1437,0.1673,0.1628,0.1324,0.0899,0.0891
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-4,3e-4,0.0012,0.0043,0.0124,0.0298,0.06,0.1009,0.1418,0.1666,0.1635,0.1342,0.092,0.0929
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-4,3e-4,0.0012,0.0041,0.012,0.0289,0.0586,0.0991,0.1402,0.1659,0.1641,0.1357,0.0938,0.096
33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-4,3e-4,0.0011,0.004,0.0116,0.0282,0.0574,0.0976,0.1389,0.1653,0.1645,0.137,0.0954,0.0986
34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-4,3e-4,0.0011,0.0039,0.0113,0.0276,0.0564,0.0963,0.1377,0.1647,0.1648,0.138,0.0967,0.1011
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-4,3e-4,0.0011,0.0038,0.0111,0.0271,0.0555,0.0952,0.1366,0.1641,0.165,0.1389,0.0978,0.1034
36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-4,3e-4,0.0011,0.0037,0.0109,0.0267,0.0548,0.0943,0.1357,0.1636,0.1652,0.1396,0.0988,0.1052
37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-4,0.001,0.0037,0.0107,0.0263,0.0542,0.0935,0.135,0.1632,0.1653,0.1402,0.0996,0.1071
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-4,0.001,0.0036,0.0106,0.0261,0.0537,0.0928,0.1343,0.1628,0.1653,0.1407,0.1003,0.1086
39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-4,0.001,0.0036,0.0105,0.0258,0.0533,0.0922,0.1337,0.1624,0.1654,0.1411,0.1009,0.1099
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-4,0.001,0.0035,0.0104,0.0257,0.053,0.0918,0.1332,0.1621,0.1654,0.1414,0.1014,0.1109
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-4,0.001,0.0035,0.0103,0.0255,0.0527,0.0914,0.1328,0.1618,0.1653,0.1417,0.1018,0.112
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-4,0.001,0.0035,0.0103,0.0254,0.0525,0.091,0.1324,0.1615,0.1653,0.1419,0.1021,0.1129
43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-4,0.001,0.0035,0.0103,0.0253,0.0523,0.0907,0.1321,0.1613,0.1653,0.1421,0.1025,0.1134
44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-4,0.001,0.0035,0.0102,0.0252,0.0521,0.0905,0.1318,0.1611,0.1652,0.1422,0.1027,0.1143
45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-4,0.001,0.0035,0.0102,0.0252,0.052,0.0903,0.1315,0.1609,0.1651,0.1423,0.1029,0.1149
46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-4,0.001,0.0035,0.0102,0.0251,0.0519,0.0901,0.1313,0.1607,0.1651,0.1424,0.1031,0.1154
47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-4,0.001,0.0035,0.0102,0.0251,0.0518,0.09,0.1311,0.1605,0.165,0.1424,0.1033,0.1159
48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-4,0.001,0.0035,0.0102,0.0251,0.0518,0.0898,0.1309,0.1603,0.1649,0.1425,0.1034,0.1164
49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-4,0.001,0.0035,0.0102,0.0251,0.0517,0.0897,0.1308,0.1602,0.1648,0.1425,0.1035,0.1168
50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-4,0.001,0.0035,0.0102,0.0251,0.0517,0.0897,0.1307,0.16,0.1647,0.1425,0.1036,0.1171
51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-4,0.001,0.0035,0.0102,0.0249,0.0515,0.0893,0.1303,0.1598,0.1647,0.1427,0.104,0.1179
