year,n_s,n_h,SA_Index,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
1990,3091,48,1,5.930619100414435e-4,0,2.032622426392013e-4,0,5.522354232038158e-4,6.581350977653612e-4,0.001333713580670778,0.003415607307341239,0.005470854714005614,0.011785874338802751,0.011270589094627661,0.029738703891878965,0.024340813420779674,0.016590043663838677,0.01713893016805113,0.012779586941167272,0.022357646880752247,0.03818048484699857,0.0899662233831808,0.12564217169749453,0.13895318857301375,0.11823587913144863,0.10161317691508394,0.0747238163647959,0.061668503957459764,0.029462912502107908,0.0272178380829311,0.017292650823642893,0.006851690485523375,0.005613711159956105,0.006348693400796911
1993,4384,106,1,1.2750240975407172e-4,2.7889046101828313e-4,6.638212469611256e-4,0.0011009945835970625,5.522145177888153e-4,4.867460869214954e-4,6.470961138255666e-4,0.0015445767372307012,0.0026080191524741935,0.0032662027141087263,0.006553387985789301,0.005278331487758201,0.006831844280236455,0.007761725394024308,0.006947533471196988,0.012218276764107555,0.01458136764958263,0.04107031080079678,0.05524398955999175,0.0907370354686613,0.1466738447145067,0.1612369838482,0.12314314409641162,0.10468277029791577,0.06490798662497389,0.053206705045609134,0.038320358060152056,0.02311329806069068,0.012285034734492108,0.008185096121757206,0.0057449115094654925
1996,4239,131,1,4.1065190066398794e-4,3.212270674711101e-4,7.698293973448975e-4,9.875114912952317e-4,5.326045065150605e-4,9.105653014921909e-4,7.306539704201272e-4,0.0021064815707097103,0.002308067194685326,0.002001605433005332,0.0031228213415639243,0.006985271803472996,0.008210163351975294,0.005519055705121425,0.008025842029129334,0.009035877145077165,0.015987363511571262,0.02033105024248095,0.026695280871069416,0.03414749730353503,0.05946018042027679,0.12127844060861545,0.11779368960883765,0.13509764799785393,0.1185682638306652,0.09493321508457613,0.092610709250157,0.052237079393767906,0.03186826655506012,0.018526024276122717,0.008487061835467323
1999,3471,124,1,1.5768602132167244e-4,2.332607913500424e-4,1.312501716897076e-4,4.7644161550689515e-4,6.748323878508663e-4,7.845128302857792e-4,0.0011917217757819428,0.001687822254044812,0.0033860817926900802,0.0017976245965839598,0.002163291963315238,0.006066121476247689,0.001966393643598794,0.005632025321274149,0.001826844381028862,0.002562976048322941,0.0023231853649027896,0.026778072643514,0.03091215653797273,0.03540701861660368,0.05383309244005798,0.07774793590012825,0.12824881321517845,0.18390111974865964,0.1266976903969424,0.11011140213315035,0.09371701428480111,0.04724311020775593,0.03804022559795312,0.011307825958358358,0.002992449883127781
2001,3810,106,1,3.221268758592968e-4,6.613155565840225e-4,4.171963713763428e-4,0.002685230483189374,0.0024562241412683966,0.0015147996198759657,0.0014971426097522807,0.0016424129698143623,0.0012367872991539712,0.002016065377560378,0.001909154430063286,0.003938086086702512,0.004910740983243374,0.007974222170440857,0.005137066663888445,0.009536687438479886,0.01056171144729229,0.02316823937125524,0.017175260833153017,0.053037397994964715,0.05102517683783172,0.12134726169130475,0.12685151405919348,0.16685981077297082,0.10610869807589876,0.1156286280249836,0.05547213433136456,0.06242105726650141,0.01814640757802446,0.008776297057761229,0.015565145580247191
2003,2941,126,1,3.5376143480768814e-4,0,1.8852975068936023e-4,0,5.367660016153742e-4,0.0010942607969358104,0.001256000265508159,0.0024771781531435547,0.0038486460312398387,0.005795369115147539,0.006977958020999864,0.01811413450919224,0.011210198985568756,0.007195697660291664,0.009894032835082727,0.014797589877374218,0.020749223166005946,0.039646399705995365,0.06409900520872679,0.07677551066886193,0.06306231607950612,0.07826592590289393,0.07062651731308886,0.09944694904896183,0.09485888873685279,0.08158840730114011,0.06984367483746574,0.048712964539656706,0.048298563276332765,0.014224118195930929,0.04606141258098339
2005,4556,147,1,4.703459605897816e-5,1.1155127683139081e-4,1.7751540710450036e-4,1.3287486246882021e-5,4.47782777196565e-5,1.988940859755203e-4,2.39998646709844e-4,2.861767934102783e-4,1.2417514003729586e-4,0.0014564046553932639,3.796374557208482e-4,8.184200019390314e-4,0.0011796463006890773,0.0013344382531753705,0.06349230473364695,0.034142165860508666,0.011743365650898946,0.01306146876031472,0.021140603479009985,0.02547497347918165,0.03146619234397631,0.05202593784428967,0.05540389932628113,0.08904556569776075,0.10703438044409579,0.1170359259345099,0.10798986489849441,0.08068738625516729,0.07690431921810882,0.07674565320960595,0.03019403448713715
2007,4723,139,1,6.495793247105508e-5,0,3.1727138313408845e-5,3.439130802717303e-5,1.0299271427464947e-4,0,1.0299271427464947e-4,1.6762678241002266e-4,8.164080128647859e-5,4.1487021400851205e-4,0.0020273676082018504,0.0022923503232345353,0.006069977189656509,0.0021506673874293163,0.006399940970327083,0.003348136490974107,0.00719443416314406,0.017760538958988447,0.03809234097820624,0.061839913157166373,0.06991319560598913,0.08366268633414069,0.0926912721850299,0.0898046500834581,0.1226558405399349,0.13141940512051337,0.11310107538728555,0.08011538869883343,0.03646708178697591,0.020579330759873907,0.011413206665570642
2009,2849,132,1,7.109075690037946e-4,0.0011429877501341044,3.554537845018973e-4,0.001064522668140052,9.316477310361473e-4,7.141062287523043e-4,5.667067652393507e-4,6.150565744991355e-4,0.0011700240408655546,4.916579388950672e-4,0.0010610411337199056,0.0014822850389675092,0.0025683497013322177,0.0021525021744358414,0.001836563805602607,0.007718289814588273,0.0063763758915230465,0.013091711798232547,0.01177793302520013,0.03220297484930831,0.039699066609325796,0.05623543032244144,0.08154892726526254,0.09440908438517016,0.13490722842268996,0.12620540513441028,0.13668062413815704,0.10251604399858755,0.06705051236436486,0.03891967073040068,0.033796908345211894
