"YEAR","HAUL_DATE","SPECIES","FMP_AREA","GEAR_TYPE","EXTRAPOLATED_WEIGHT"
2019,2019-12-05,303,"GOA",1,11.72
2019,2019-06-02,303,"GOA",1,57.22
2019,2019-10-15,303,"GOA",1,4135.32
2019,2019-10-16,303,"GOA",1,1071.99
2019,2019-10-16,303,"GOA",1,642.98
2019,2019-10-16,303,"GOA",1,86.25
2019,2019-05-28,303,"GOA",1,1068.53
2019,2019-05-28,303,"GOA",1,925.82
2019,2019-05-28,303,"GOA",1,1421.38
2019,2019-05-28,303,"GOA",1,1169.55
2019,2019-05-28,303,"GOA",1,837.09
2019,2019-10-17,303,"GOA",1,461.43
2019,2019-05-29,303,"GOA",1,378.79
2019,2019-05-21,303,"GOA",1,131.7
2019,2019-05-21,303,"GOA",1,111.91
2019,2019-05-28,303,"GOA",1,206.11
2019,2019-05-24,303,"GOA",1,39.81
2019,2019-06-01,303,"GOA",1,13263.18
2019,2019-06-02,303,"GOA",1,6989.62
2019,2019-06-04,303,"GOA",1,5749.42
2019,2019-06-04,303,"GOA",1,3598.13
2019,2019-06-04,303,"GOA",1,1364.39
2019,2019-06-04,303,"GOA",1,119.91
2019,2019-06-04,303,"GOA",1,2989.49
2019,2019-06-04,303,"GOA",1,2094.48
2019,2019-03-30,303,"GOA",1,156.19
2019,2019-04-13,303,"GOA",1,53.43
2019,2019-09-21,303,"GOA",8,81.11
2019,2019-09-22,303,"GOA",8,35.63
2019,2019-09-23,303,"GOA",8,37.22
2019,2019-05-28,303,"GOA",8,2.78
2019,2019-04-19,303,"GOA",1,493.92
2019,2019-04-19,303,"GOA",1,160.75
2019,2019-05-03,303,"GOA",1,1854.76
2019,2019-05-03,303,"GOA",1,475.84
2019,2019-05-07,303,"GOA",1,131.44
2019,2019-05-08,303,"GOA",1,82.96
2019,2019-05-12,303,"GOA",1,667.11
2019,2019-05-13,303,"GOA",1,709.16
2019,2019-05-13,303,"GOA",1,5079.16
2019,2019-05-15,303,"GOA",1,1326.82
2019,2019-05-16,303,"GOA",1,1846.11
2019,2019-03-16,303,"GOA",1,1226.22
2019,2019-05-19,303,"GOA",1,3103.31
2019,2019-03-16,303,"GOA",1,175.35
2019,2019-03-17,303,"GOA",1,934.51
2019,2019-03-17,303,"GOA",1,1906.31
2019,2019-03-18,303,"GOA",1,1624.86
2019,2019-03-18,303,"GOA",1,122.22
2019,2019-03-21,303,"GOA",1,1466.04
2019,2019-03-18,303,"GOA",1,1353.87
2019,2019-03-18,303,"GOA",1,640.89
2019,2019-03-19,303,"GOA",1,446.69
2019,2019-03-19,303,"GOA",1,3685.7
2019,2019-03-20,303,"GOA",1,1399.5
2019,2019-03-20,303,"GOA",1,2393.09
2019,2019-05-08,303,"GOA",1,2059.38
2019,2019-05-08,303,"GOA",1,6626.92
2019,2019-05-06,303,"GOA",1,1943.73
2019,2019-05-08,303,"GOA",1,2043.12
2019,2019-09-17,303,"GOA",1,69.24
2019,2019-09-17,303,"GOA",1,157.08
2019,2019-10-18,303,"GOA",1,762.27
2019,2019-10-18,303,"GOA",1,1074.7
2019,2019-09-09,303,"GOA",1,13255.97
2019,2019-09-09,303,"GOA",1,4217.38
2019,2019-09-10,303,"GOA",1,7870.81
2019,2019-09-10,303,"GOA",1,305.13
2019,2019-09-09,303,"GOA",1,8176.89
2019,2019-05-01,303,"GOA",1,1481.45
2019,2019-05-02,303,"GOA",1,171.84
2019,2019-05-02,303,"GOA",1,2654.94
2019,2019-07-04,303,"GOA",1,497.62
2019,2019-07-11,303,"GOA",1,171.84
2019,2019-10-19,303,"GOA",1,1290.76
2019,2019-10-19,303,"GOA",1,316.96
2019,2019-10-19,303,"GOA",1,392.6
2019,2019-10-20,303,"GOA",1,205.37
2019,2019-10-18,303,"GOA",1,3751.1
2019,2019-10-18,303,"GOA",1,1227.03
2019,2019-10-19,303,"GOA",1,4604.91
2019,2019-10-19,303,"GOA",1,1437.76
2019,2019-09-20,303,"GOA",8,187.52
2019,2019-09-21,303,"GOA",8,214.31
2019,2019-07-07,303,"GOA",1,8048.41
2019,2019-07-08,303,"GOA",1,10817.41
2019,2019-07-08,303,"GOA",1,9088.25
2019,2019-07-08,303,"GOA",1,99.24
2019,2019-07-08,303,"GOA",1,3305.19
2019,2019-07-09,303,"GOA",1,233.15
2019,2019-05-11,303,"GOA",1,2028.2
2019,2019-05-11,303,"GOA",1,680.5
2019,2019-07-10,303,"GOA",1,73.49
2019,2019-07-10,303,"GOA",1,49.28
2019,2019-07-11,303,"GOA",1,78.33
2019,2019-07-11,303,"GOA",1,261.26
2019,2019-07-11,303,"GOA",1,240.63
2019,2019-07-11,303,"GOA",1,136.77
2019,2019-07-02,303,"GOA",1,49.14
2019,2019-07-03,303,"GOA",1,779.05
2019,2019-07-03,303,"GOA",1,55.36
2019,2019-07-03,303,"GOA",1,48.36
2019,2019-07-03,303,"GOA",1,63.34
2019,2019-07-04,303,"GOA",1,757.76
2019,2019-10-30,303,"GOA",1,1877.93
2019,2019-10-30,303,"GOA",1,28.82
2019,2019-10-30,303,"GOA",1,251.95
2019,2019-10-31,303,"GOA",1,917.62
2019,2019-10-31,303,"GOA",1,873.65
2019,2019-10-29,303,"GOA",1,71.69
2019,2019-10-29,303,"GOA",1,55
2019,2019-10-29,303,"GOA",1,55.08
2019,2019-10-20,303,"GOA",1,60.35
2019,2019-10-20,303,"GOA",1,84.83
2019,2019-10-21,303,"GOA",1,708.48
2019,2019-10-22,303,"GOA",1,1126.57
2019,2019-10-22,303,"GOA",1,2495.86
2019,2019-10-22,303,"GOA",1,360.66
2019,2019-10-22,303,"GOA",1,949.41
2019,2019-10-22,303,"GOA",1,1299.83
2019,2019-10-28,303,"GOA",1,130.51
2019,2019-10-28,303,"GOA",1,872.82
2019,2019-10-29,303,"GOA",1,104.99
2019,2019-07-17,303,"GOA",1,878.51
2019,2019-07-17,303,"GOA",1,1490.56
2019,2019-07-17,303,"GOA",1,1413.11
2019,2019-07-21,303,"GOA",1,29.28
2019,2019-07-13,303,"GOA",1,414.21
2019,2019-07-14,303,"GOA",1,118.2
2019,2019-07-14,303,"GOA",1,225.37
2019,2019-07-14,303,"GOA",1,459.16
2019,2019-07-15,303,"GOA",1,431.62
2019,2019-07-15,303,"GOA",1,215.74
2019,2019-07-15,303,"GOA",1,107.31
2019,2019-07-16,303,"GOA",1,608.76
2019,2019-07-16,303,"GOA",1,1246.95
2019,2019-07-16,303,"GOA",1,3674.57
2019,2019-07-16,303,"GOA",1,115.75
2019,2019-07-17,303,"GOA",1,660.14
2019,2019-10-24,303,"GOA",2,162.04
2019,2019-11-02,303,"GOA",1,46.88
2019,2019-11-02,303,"GOA",1,5403.69
2019,2019-11-02,303,"GOA",1,8706.34
2019,2019-11-02,303,"GOA",1,3216.8
2019,2019-11-03,303,"GOA",1,2955.52
2019,2019-11-03,303,"GOA",1,3692.54
2019,2019-11-03,303,"GOA",1,6071.45
2019,2019-11-03,303,"GOA",1,22944.88
2019,2019-11-03,303,"GOA",1,144.2
2019,2019-11-04,303,"GOA",1,29.03
2019,2019-11-04,303,"GOA",1,50.04
2019,2019-11-04,303,"GOA",1,7.98
2019,2019-11-07,303,"GOA",1,3125.47
2019,2019-11-03,303,"GOA",1,19515.23
2019,2019-07-22,303,"GOA",1,13.76
2019,2019-07-23,303,"GOA",1,97.99
2019,2019-07-23,303,"GOA",1,474.38
2019,2019-07-24,303,"GOA",1,911
2019,2019-07-24,303,"GOA",1,794.48
2019,2019-07-25,303,"GOA",1,760.61
2019,2019-07-25,303,"GOA",1,322.29
2019,2019-07-25,303,"GOA",1,74.3
2019,2019-07-25,303,"GOA",1,58.77
2019,2019-07-26,303,"GOA",1,14452.76
2019,2019-07-26,303,"GOA",1,10168.34
2019,2019-07-26,303,"GOA",1,6295.37
2019,2019-07-27,303,"GOA",1,2706.77
2019,2019-07-27,303,"GOA",1,34.75
2019,2019-07-28,303,"GOA",1,2603.95
2019,2019-07-28,303,"GOA",1,78.44
2019,2019-07-28,303,"GOA",1,82.41
2019,2019-07-28,303,"GOA",1,924.2
2019,2019-07-29,303,"GOA",1,67.78
2019,2019-07-30,303,"GOA",1,1448.71
2019,2019-07-30,303,"GOA",1,8084.03
2019,2019-07-30,303,"GOA",1,7867.09
2019,2019-07-31,303,"GOA",1,1704.5
2019,2019-07-31,303,"GOA",1,1809.34
2019,2019-10-31,303,"GOA",1,563.48
2019,2019-10-31,303,"GOA",1,1373.29
2019,2019-11-01,303,"GOA",1,9040.65
2019,2019-11-01,303,"GOA",1,16545.26
2019,2019-11-01,303,"GOA",1,26291.69
2019,2019-11-01,303,"GOA",1,24095.94
2019,2019-11-01,303,"GOA",1,2021.67
2019,2019-06-19,303,"GOA",1,310.12
2019,2019-06-20,303,"GOA",1,1328.8
2019,2019-06-20,303,"GOA",1,1582.05
2019,2019-06-20,303,"GOA",1,2099.29
2019,2019-06-22,303,"GOA",1,3903.63
2019,2019-06-22,303,"GOA",1,68.15
2019,2019-06-22,303,"GOA",1,1259.67
2019,2019-06-23,303,"GOA",1,4082.72
2019,2019-06-25,303,"GOA",1,10619.2
2019,2019-09-14,303,"GOA",1,4.84
2019,2019-08-10,303,"GOA",1,146.72
2019,2019-08-10,303,"GOA",1,46.31
2019,2019-08-10,303,"GOA",1,878.23
2019,2019-08-11,303,"GOA",1,1514.55
2019,2019-08-11,303,"GOA",1,3263.86
2019,2019-08-11,303,"GOA",1,7046.06
2019,2019-08-11,303,"GOA",1,46.1
2019,2019-08-12,303,"GOA",1,40.02
2019,2019-08-14,303,"GOA",1,3694.31
2019,2019-08-14,303,"GOA",1,29.86
2019,2019-08-15,303,"GOA",1,18.47
