"","year","age","value","groups","Age","Year"
"138",1999,7,0.00944403,"obs","7","1999"
"139",1999,8,0.00894193,"obs","8","1999"
"140",1999,9,0.0423061,"obs","9","1999"
"141",1999,10,0.027674,"obs","10","1999"
"142",1999,11,0.0792507,"obs","11","1999"
"143",1999,12,0.0691742,"obs","12","1999"
"144",1999,13,0.0542263,"obs","13","1999"
"145",1999,14,0.0561767,"obs","14","1999"
"146",1999,15,0.0782321,"obs","15","1999"
"147",1999,16,0.0915791,"obs","16","1999"
"148",1999,17,0.0156441,"obs","17","1999"
"149",1999,18,0.0720918,"obs","18","1999"
"150",1999,19,0.0187835,"obs","19","1999"
"151",1999,20,0.0130075,"obs","20","1999"
"152",1999,21,0.0300184,"obs","21","1999"
"153",1999,22,0.021938,"obs","22","1999"
"154",1999,23,0.0250813,"obs","23","1999"
"155",1999,24,0.0302588,"obs","24","1999"
"156",1999,25,0.019625,"obs","25","1999"
"157",1999,26,0.0149974,"obs","26","1999"
"158",1999,27,0.0335037,"obs","27","1999"
"159",1999,28,0.0247953,"obs","28","1999"
"160",1999,29,0.0240075,"obs","29","1999"
"161",1999,30,0.0164999,"obs","30","1999"
"162",1999,31,0.0238772,"obs","31","1999"
"163",1999,32,0.0454282,"obs","32","1999"
"164",1999,33,0.0100517,"obs","33","1999"
"165",1999,34,0.00831395,"obs","34","1999"
"166",1999,35,0,"obs","35","1999"
"167",1999,36,0.00293494,"obs","36","1999"
"168",1999,37,0,"obs","37","1999"
"169",1999,38,0,"obs","38","1999"
"170",1999,39,0.0124417,"obs","39","1999"
"171",1999,40,0.00178881,"obs","40","1999"
"172",1999,41,0.00295423,"obs","41","1999"
"173",1999,42,0,"obs","42","1999"
"174",1999,43,0,"obs","43","1999"
"175",1999,44,0,"obs","44","1999"
"176",1999,45,0,"obs","45","1999"
"177",2001,2,0.000116126,"obs","2","2001"
"178",2001,3,0.00502759,"obs","3","2001"
"179",2001,4,0.00254163,"obs","4","2001"
"180",2001,5,0.0055143,"obs","5","2001"
"181",2001,6,0.0130815,"obs","6","2001"
"182",2001,7,0.0405484,"obs","7","2001"
"183",2001,8,0.0156682,"obs","8","2001"
"184",2001,9,0.0384304,"obs","9","2001"
"185",2001,10,0.0724864,"obs","10","2001"
"186",2001,11,0.0605126,"obs","11","2001"
"187",2001,12,0.0398474,"obs","12","2001"
