"CRUISEJOIN","REGION","SPECIES_CODE","LENGTH","FREQUENCY","YEAR","PERFORMANCE","HAULJOIN"
318,"GOA",30420,340,2,1987,0,30938
318,"GOA",30420,250,1,1987,0,30938
318,"GOA",30420,260,2,1987,0,30938
318,"GOA",30420,320,1,1987,0,30938
318,"GOA",30420,330,2,1987,0,30938
318,"GOA",30420,350,7,1987,0,30938
318,"GOA",30420,370,1,1987,0,30938
318,"GOA",30420,380,1,1987,0,30938
318,"GOA",30420,410,1,1987,0,30938
318,"GOA",30420,270,1,1987,0,30938
318,"GOA",30420,360,2,1987,0,30938
318,"GOA",30420,340,2,1987,0,30941
318,"GOA",30420,270,1,1987,0,30941
318,"GOA",30420,280,1,1987,0,30941
318,"GOA",30420,290,1,1987,0,30941
318,"GOA",30420,360,2,1987,0,30941
318,"GOA",30420,390,2,1987,0,30941
318,"GOA",30420,220,1,1987,0,30941
318,"GOA",30420,350,1,1987,0,30941
318,"GOA",30420,260,2,1987,0,30943
318,"GOA",30420,230,3,1987,0,30943
318,"GOA",30420,240,2,1987,0,30943
318,"GOA",30420,250,2,1987,0,30943
318,"GOA",30420,270,3,1987,0,30943
318,"GOA",30420,280,3,1987,0,30943
318,"GOA",30420,290,2,1987,0,30943
318,"GOA",30420,310,1,1987,0,30943
318,"GOA",30420,320,1,1987,0,30943
318,"GOA",30420,330,6,1987,0,30943
318,"GOA",30420,340,1,1987,0,30943
318,"GOA",30420,350,3,1987,0,30943
318,"GOA",30420,360,3,1987,0,30943
318,"GOA",30420,390,1,1987,0,30943
318,"GOA",30420,370,2,1987,0,30943
318,"GOA",30420,300,1,1987,0,30943
318,"GOA",30420,320,2,1987,0,30956
318,"GOA",30420,340,3,1987,0,30956
318,"GOA",30420,350,1,1987,0,30956
318,"GOA",30420,370,1,1987,0,30956
318,"GOA",30420,330,3,1987,0,30956
318,"GOA",30420,350,3,1987,0,30957
318,"GOA",30420,300,2,1987,0,30957
318,"GOA",30420,320,1,1987,0,30957
318,"GOA",30420,330,1,1987,0,30957
318,"GOA",30420,360,1,1987,0,30963
318,"GOA",30420,320,2,1987,0,30963
318,"GOA",30420,330,2,1987,0,30963
318,"GOA",30420,350,1,1987,0,30963
318,"GOA",30420,300,1,1987,0,30963
318,"GOA",30420,340,1,1987,0,30963
319,"GOA",30420,400,2,1987,6,31107
319,"GOA",30420,340,1,1987,6,31107
319,"GOA",30420,360,6,1987,6,31107
319,"GOA",30420,380,1,1987,6,31107
319,"GOA",30420,410,5,1987,6,31107
319,"GOA",30420,380,4,1987,6,31107
319,"GOA",30420,390,3,1987,6,31107
319,"GOA",30420,410,1,1987,6,31107
319,"GOA",30420,350,2,1987,6,31107
319,"GOA",30420,370,2,1987,6,31107
318,"GOA",30420,350,16,1987,0,30935
318,"GOA",30420,330,26,1987,0,30935
318,"GOA",30420,340,19,1987,0,30935
318,"GOA",30420,370,6,1987,0,30935
318,"GOA",30420,270,4,1987,0,30935
318,"GOA",30420,220,1,1987,0,30935
318,"GOA",30420,230,1,1987,0,30935
318,"GOA",30420,260,7,1987,0,30935
318,"GOA",30420,280,3,1987,0,30935
318,"GOA",30420,290,2,1987,0,30935
318,"GOA",30420,300,7,1987,0,30935
318,"GOA",30420,310,21,1987,0,30935
318,"GOA",30420,240,4,1987,0,30935
318,"GOA",30420,360,6,1987,0,30935
318,"GOA",30420,320,28,1987,0,30935
881075,"GOA",30420,350,1,1996,0,881521
881075,"GOA",30420,330,1,1996,0,881521
881075,"GOA",30420,340,1,1996,0,881521
881075,"GOA",30420,340,1,1996,0,881521
881075,"GOA",30420,370,2,1996,0,881521
881075,"GOA",30420,390,3,1996,0,881521
881075,"GOA",30420,400,1,1996,0,881521
881075,"GOA",30420,400,2,1996,0,881521
881075,"GOA",30420,420,1,1996,0,881521
881075,"GOA",30420,440,1,1996,0,881521
881075,"GOA",30420,320,1,1996,0,881521
881075,"GOA",30420,290,1,1996,0,881521
881075,"GOA",30420,300,1,1996,0,881521
881075,"GOA",30420,310,1,1996,0,881521
881075,"GOA",30420,360,1,1996,0,881522
881075,"GOA",30420,370,1,1996,0,881522
881075,"GOA",30420,380,1,1996,0,881525
881076,"GOA",30420,380,1,1996,0,881689
881076,"GOA",30420,420,1,1996,0,881689
881074,"GOA",30420,440,1,1996,0,881259
881074,"GOA",30420,340,1,1996,0,881259
881074,"GOA",30420,380,1,1996,0,881259
881074,"GOA",30420,420,1,1996,0,881259
881074,"GOA",30420,370,1,1996,0,881272
881076,"GOA",30420,400,1,1996,0,881695
881076,"GOA",30420,330,2,1996,0,881695
881076,"GOA",30420,380,1,1996,0,881695
881076,"GOA",30420,380,6,1996,0,881695
881076,"GOA",30420,390,2,1996,0,881695
881076,"GOA",30420,390,3,1996,0,881695
881076,"GOA",30420,400,2,1996,0,881695
881076,"GOA",30420,420,1,1996,0,881695
881076,"GOA",30420,430,1,1996,0,881695
881076,"GOA",30420,320,3,1996,0,881695
881076,"GOA",30420,300,1,1996,0,881695
881076,"GOA",30420,310,1,1996,0,881695
881076,"GOA",30420,320,3,1996,0,881695
881076,"GOA",30420,330,5,1996,0,881695
881076,"GOA",30420,340,1,1996,0,881695
881076,"GOA",30420,340,4,1996,0,881695
881076,"GOA",30420,360,8,1996,0,881695
881076,"GOA",30420,350,5,1996,0,881695
881076,"GOA",30420,350,10,1996,0,881695
881076,"GOA",30420,360,5,1996,0,881695
881076,"GOA",30420,370,4,1996,0,881695
881076,"GOA",30420,370,6,1996,0,881695
881076,"GOA",30420,320,2,1996,2.4,881700
881076,"GOA",30420,310,3,1996,2.4,881700
881076,"GOA",30420,310,4,1996,2.4,881700
881076,"GOA",30420,320,1,1996,2.4,881700
881076,"GOA",30420,330,1,1996,2.4,881700
881076,"GOA",30420,330,3,1996,2.4,881700
881076,"GOA",30420,340,3,1996,2.4,881700
881076,"GOA",30420,340,4,1996,2.4,881700
881076,"GOA",30420,350,3,1996,2.4,881700
881076,"GOA",30420,350,6,1996,2.4,881700
881076,"GOA",30420,370,15,1996,2.4,881700
881076,"GOA",30420,360,3,1996,2.4,881700
881076,"GOA",30420,360,15,1996,2.4,881700
881076,"GOA",30420,370,13,1996,2.4,881700
881076,"GOA",30420,380,11,1996,2.4,881700
881076,"GOA",30420,380,23,1996,2.4,881700
881076,"GOA",30420,390,13,1996,2.4,881700
881076,"GOA",30420,390,17,1996,2.4,881700
881076,"GOA",30420,400,2,1996,2.4,881700
881076,"GOA",30420,400,13,1996,2.4,881700
881076,"GOA",30420,410,12,1996,2.4,881700
881076,"GOA",30420,420,10,1996,2.4,881700
881076,"GOA",30420,300,3,1996,2.4,881700
881076,"GOA",30420,350,1,1996,1.1,881701
881076,"GOA",30420,400,5,1996,0,881703
881076,"GOA",30420,410,1,1996,0,881703
881076,"GOA",30420,420,3,1996,0,881703
881076,"GOA",30420,320,1,1996,0,881703
881076,"GOA",30420,340,1,1996,0,881703
881076,"GOA",30420,360,2,1996,0,881703
881076,"GOA",30420,370,1,1996,0,881703
881076,"GOA",30420,370,1,1996,0,881703
881076,"GOA",30420,380,1,1996,0,881703
881076,"GOA",30420,380,3,1996,0,881703
881076,"GOA",30420,360,2,1996,0,881878
881076,"GOA",30420,370,1,1996,0,881878
881076,"GOA",30420,380,1,1996,0,881878
881075,"GOA",30420,430,1,1996,0,881529
881075,"GOA",30420,430,1,1996,1.11,881421
881075,"GOA",30420,410,1,1996,0,881440
881075,"GOA",30420,380,3,1996,0,881440
881075,"GOA",30420,390,3,1996,0,881440
881075,"GOA",30420,400,1,1996,0,881440
881075,"GOA",30420,400,2,1996,0,881440
881076,"GOA",30420,320,1,1996,0,881857
881076,"GOA",30420,250,1,1996,0,881857
881076,"GOA",30420,270,1,1996,0,881857
881076,"GOA",30420,310,1,1996,0,881857
881076,"GOA",30420,330,1,1996,0,881857
881076,"GOA",30420,340,1,1996,0,881857
881076,"GOA",30420,340,2,1996,0,881857
881076,"GOA",30420,350,3,1996,0,881857
881076,"GOA",30420,350,12,1996,0,881857
881076,"GOA",30420,360,2,1996,0,881857
881076,"GOA",30420,360,10,1996,0,881857
881076,"GOA",30420,370,4,1996,0,881857
881076,"GOA",30420,370,7,1996,0,881857
881076,"GOA",30420,380,3,1996,0,881857
881076,"GOA",30420,380,7,1996,0,881857
881076,"GOA",30420,390,3,1996,0,881857
881076,"GOA",30420,400,1,1996,0,881857
881076,"GOA",30420,330,1,1996,0,881859
881076,"GOA",30420,410,1,1996,0,881861
881076,"GOA",30420,360,1,1996,0,881865
881076,"GOA",30420,380,1,1996,0,881868
881074,"GOA",30420,130,1,1996,1.11,881229
881074,"GOA",30420,370,1,1996,0,881239
881074,"GOA",30420,310,1,1996,0,881239
881074,"GOA",30420,310,1,1996,0,881239
881074,"GOA",30420,320,1,1996,0,881239
881074,"GOA",30420,340,1,1996,0,881240
881074,"GOA",30420,240,1,1996,0,881240
881074,"GOA",30420,300,1,1996,0,881240
881074,"GOA",30420,320,1,1996,0,881240
881074,"GOA",30420,350,2,1996,0,881240
881074,"GOA",30420,360,1,1996,0,881240
881074,"GOA",30420,360,4,1996,0,881240
881074,"GOA",30420,370,1,1996,0,881240
881074,"GOA",30420,370,2,1996,0,881240
881074,"GOA",30420,380,2,1996,0,881240
881074,"GOA",30420,380,11,1996,0,881240
881074,"GOA",30420,390,5,1996,0,881240
881074,"GOA",30420,390,9,1996,0,881240
881074,"GOA",30420,400,6,1996,0,881240
881074,"GOA",30420,400,13,1996,0,881240
881074,"GOA",30420,410,1,1996,0,881240
881074,"GOA",30420,430,1,1996,0,881240
881074,"GOA",30420,410,18,1996,0,881240
881074,"GOA",30420,420,2,1996,0,881240
881074,"GOA",30420,420,19,1996,0,881240
881074,"GOA",30420,430,8,1996,0,881240
881074,"GOA",30420,440,4,1996,0,881240
881074,"GOA",30420,450,2,1996,0,881240
881074,"GOA",30420,410,2,1996,0,881241
881074,"GOA",30420,390,1,1996,0,881241
881074,"GOA",30420,390,1,1996,0,881241
881074,"GOA",30420,410,2,1996,0,881241
881074,"GOA",30420,270,3,1996,2.1,881243
881074,"GOA",30420,220,1,1996,2.1,881243
881074,"GOA",30420,250,1,1996,2.1,881243
881074,"GOA",30420,260,1,1996,2.1,881243
881074,"GOA",30420,280,1,1996,2.1,881243
881074,"GOA",30420,440,9,1996,0,881252
881074,"GOA",30420,400,14,1996,0,881252
881074,"GOA",30420,410,3,1996,0,881252
881074,"GOA",30420,410,18,1996,0,881252
881074,"GOA",30420,420,1,1996,0,881252
881074,"GOA",30420,420,13,1996,0,881252
881074,"GOA",30420,430,18,1996,0,881252
881074,"GOA",30420,450,5,1996,0,881252
881074,"GOA",30420,460,1,1996,0,881252
881074,"GOA",30420,370,6,1996,0,881252
881074,"GOA",30420,350,1,1996,0,881252
881074,"GOA",30420,360,2,1996,0,881252
881074,"GOA",30420,370,1,1996,0,881252
881074,"GOA",30420,380,1,1996,0,881252
881074,"GOA",30420,380,10,1996,0,881252
881074,"GOA",30420,390,4,1996,0,881252
881074,"GOA",30420,390,15,1996,0,881252
881074,"GOA",30420,400,7,1996,0,881252
881074,"GOA",30420,310,1,1996,0,881253
881074,"GOA",30420,290,1,1996,0,881253
881074,"GOA",30420,300,1,1996,0,881253
881074,"GOA",30420,300,1,1996,0,881253
881074,"GOA",30420,320,1,1996,0,881253
881074,"GOA",30420,340,4,1996,0,881253
881074,"GOA",30420,330,1,1996,0,881253
881074,"GOA",30420,330,2,1996,0,881253
881074,"GOA",30420,340,1,1996,0,881253
881074,"GOA",30420,350,1,1996,0,881253
881074,"GOA",30420,350,7,1996,0,881253
881074,"GOA",30420,360,2,1996,0,881253
881074,"GOA",30420,360,14,1996,0,881253
881074,"GOA",30420,370,5,1996,0,881253
881074,"GOA",30420,370,8,1996,0,881253
881074,"GOA",30420,380,3,1996,0,881253
881074,"GOA",30420,380,8,1996,0,881253
881074,"GOA",30420,390,6,1996,0,881253
881074,"GOA",30420,390,10,1996,0,881253
881074,"GOA",30420,400,5,1996,0,881253
881074,"GOA",30420,400,6,1996,0,881253
881074,"GOA",30420,410,21,1996,0,881253
881074,"GOA",30420,420,19,1996,0,881253
881074,"GOA",30420,430,12,1996,0,881253
881074,"GOA",30420,440,3,1996,0,881253
881074,"GOA",30420,450,2,1996,0,881253
881076,"GOA",30420,330,1,1996,0,881665
881076,"GOA",30420,390,1,1996,0,881665
881076,"GOA",30420,250,1,1996,0,881672
881076,"GOA",30420,270,1,1996,0,881672
881076,"GOA",30420,290,1,1996,0,881672
881076,"GOA",30420,310,1,1996,0,881672
881076,"GOA",30420,320,2,1996,0,881672
881076,"GOA",30420,330,1,1996,0,881672
881076,"GOA",30420,330,2,1996,0,881672
881076,"GOA",30420,340,3,1996,0,881672
881076,"GOA",30420,350,1,1996,0,881672
881076,"GOA",30420,370,2,1996,0,881672
881076,"GOA",30420,350,9,1996,0,881672
881076,"GOA",30420,360,1,1996,0,881672
881076,"GOA",30420,360,2,1996,0,881672
881076,"GOA",30420,370,5,1996,0,881672
881076,"GOA",30420,380,1,1996,0,881672
881076,"GOA",30420,380,5,1996,0,881672
881076,"GOA",30420,390,8,1996,0,881672
881076,"GOA",30420,400,2,1996,0,881672
881076,"GOA",30420,400,4,1996,0,881672
881076,"GOA",30420,310,1,1996,0,881673
881076,"GOA",30420,320,1,1996,0,881673
881076,"GOA",30420,320,2,1996,0,881673
881076,"GOA",30420,320,4,1996,0,881673
881076,"GOA",30420,330,2,1996,0,881673
881076,"GOA",30420,340,4,1996,0,881673
881076,"GOA",30420,340,7,1996,0,881673
881076,"GOA",30420,350,3,1996,0,881673
881076,"GOA",30420,350,4,1996,0,881673
881076,"GOA",30420,360,4,1996,0,881673
881076,"GOA",30420,360,5,1996,0,881673
881076,"GOA",30420,370,3,1996,0,881673
881076,"GOA",30420,380,1,1996,0,881673
881076,"GOA",30420,330,3,1996,0,881673
881076,"GOA",30420,400,2,1996,0,881673
881076,"GOA",30420,410,1,1996,0,881673
881076,"GOA",30420,310,1,1996,0,881674
881076,"GOA",30420,410,1,1996,0,881674
881076,"GOA",30420,430,2,1996,0,881674
881076,"GOA",30420,470,1,1996,0,881674
881076,"GOA",30420,280,1,1996,0,881674
881076,"GOA",30420,300,1,1996,0,881674
881076,"GOA",30420,320,1,1996,0,881674
881076,"GOA",30420,330,2,1996,0,881674
881076,"GOA",30420,330,2,1996,0,881674
881076,"GOA",30420,340,1,1996,0,881674
881076,"GOA",30420,350,3,1996,0,881674
881076,"GOA",30420,350,4,1996,0,881674
881076,"GOA",30420,360,1,1996,0,881674
881076,"GOA",30420,370,2,1996,0,881674
881076,"GOA",30420,370,3,1996,0,881674
881076,"GOA",30420,380,2,1996,0,881674
881076,"GOA",30420,390,1,1996,0,881674
881076,"GOA",30420,310,1,1996,0,881681
881076,"GOA",30420,340,1,1996,0,881681
881076,"GOA",30420,350,1,1996,0,881681
881076,"GOA",30420,350,2,1996,4.4,881687
881076,"GOA",30420,330,1,1996,4.4,881687
881076,"GOA",30420,340,1,1996,4.4,881687
881076,"GOA",30420,360,1,1996,4.4,881687
881076,"GOA",30420,370,2,1996,4.4,881687
881076,"GOA",30420,400,5,1996,4.4,881687
881076,"GOA",30420,380,1,1996,4.4,881687
881076,"GOA",30420,380,4,1996,4.4,881687
881076,"GOA",30420,390,3,1996,4.4,881687
881076,"GOA",30420,410,2,1996,4.4,881687
881076,"GOA",30420,420,2,1996,4.4,881687
881076,"GOA",30420,420,2,1996,4.4,881687
881076,"GOA",30420,430,2,1996,4.4,881687
881076,"GOA",30420,460,2,1996,4.4,881687
881076,"GOA",30420,370,1,1996,0,881688
881076,"GOA",30420,320,1,1996,0,881688
881076,"GOA",30420,340,1,1996,0,881688
881076,"GOA",30420,360,2,1996,0,881688
881076,"GOA",30420,380,1,1996,0,881688
881076,"GOA",30420,380,1,1996,0,881688
881076,"GOA",30420,390,1,1996,0,881688
881076,"GOA",30420,390,11,1996,0,881688
881076,"GOA",30420,400,1,1996,0,881688
881076,"GOA",30420,400,12,1996,0,881688
881076,"GOA",30420,410,1,1996,0,881688
881076,"GOA",30420,410,10,1996,0,881688
881076,"GOA",30420,420,3,1996,0,881688
881076,"GOA",30420,420,3,1996,0,881688
881076,"GOA",30420,430,4,1996,0,881688
881076,"GOA",30420,440,4,1996,0,881688
881076,"GOA",30420,450,1,1996,0,881688
881076,"GOA",30420,360,1,1996,0,881848
881076,"GOA",30420,390,1,1996,0,881848
881076,"GOA",30420,270,1,1996,0,881849
881076,"GOA",30420,300,2,1996,0,881852
881076,"GOA",30420,230,1,1996,0,881852
881076,"GOA",30420,260,3,1996,0,881852
881076,"GOA",30420,290,1,1996,0,881852
881076,"GOA",30420,290,1,1996,0,881852
881076,"GOA",30420,310,1,1996,0,881852
881076,"GOA",30420,340,1,1996,0,881852
881076,"GOA",30420,340,2,1996,0,881852
881076,"GOA",30420,350,4,1996,0,881852
881076,"GOA",30420,350,5,1996,0,881852
881076,"GOA",30420,360,1,1996,0,881852
881076,"GOA",30420,360,3,1996,0,881852
881076,"GOA",30420,370,6,1996,0,881852
881076,"GOA",30420,370,11,1996,0,881852
881076,"GOA",30420,380,3,1996,0,881852
881076,"GOA",30420,380,20,1996,0,881852
881076,"GOA",30420,390,3,1996,0,881852
881076,"GOA",30420,390,20,1996,0,881852
881076,"GOA",30420,400,1,1996,0,881852
881076,"GOA",30420,440,1,1996,0,881852
881076,"GOA",30420,400,12,1996,0,881852
881076,"GOA",30420,410,13,1996,0,881852
881076,"GOA",30420,420,2,1996,0,881852
245,"GOA",30420,360,3,1990,0,24025
245,"GOA",30420,350,6,1990,0,24025
245,"GOA",30420,340,2,1990,0,24025
245,"GOA",30420,320,1,1990,0,24025
245,"GOA",30420,330,1,1990,0,24025
245,"GOA",30420,340,2,1990,0,24025
245,"GOA",30420,290,1,1990,0,24025
245,"GOA",30420,300,1,1990,0,24025
245,"GOA",30420,310,2,1990,0,24025
245,"GOA",30420,330,2,1990,0,24025
245,"GOA",30420,350,7,1990,0,24025
245,"GOA",30420,360,16,1990,0,24025
245,"GOA",30420,370,8,1990,0,24025
245,"GOA",30420,390,5,1990,0,24025
245,"GOA",30420,400,5,1990,0,24025
245,"GOA",30420,370,1,1990,0,24025
881075,"GOA",30420,370,1,1996,0,881500
881075,"GOA",30420,380,1,1996,0,881500
881075,"GOA",30420,390,1,1996,0,881500
881075,"GOA",30420,330,1,1996,0,881507
881075,"GOA",30420,230,1,1996,0,881507
881075,"GOA",30420,270,1,1996,0,881507
881075,"GOA",30420,280,1,1996,0,881507
881075,"GOA",30420,290,1,1996,0,881507
881075,"GOA",30420,320,1,1996,0,881507
881075,"GOA",30420,340,1,1996,0,881507
881075,"GOA",30420,350,1,1996,0,881507
881075,"GOA",30420,380,1,1996,0,881507
881075,"GOA",30420,400,1,1996,0,881507
881075,"GOA",30420,440,1,1996,0,881507
881075,"GOA",30420,270,1,1996,0,881507
881075,"GOA",30420,240,1,1996,0,881509
881075,"GOA",30420,400,5,1996,0,881509
881075,"GOA",30420,410,4,1996,0,881509
881075,"GOA",30420,420,3,1996,0,881509
881075,"GOA",30420,250,1,1996,0,881509
881075,"GOA",30420,280,2,1996,0,881509
881075,"GOA",30420,260,1,1996,0,881509
881075,"GOA",30420,270,2,1996,0,881509
881075,"GOA",30420,270,3,1996,0,881509
881075,"GOA",30420,290,6,1996,0,881509
881075,"GOA",30420,300,2,1996,0,881509
881075,"GOA",30420,300,4,1996,0,881509
881075,"GOA",30420,310,2,1996,0,881509
881075,"GOA",30420,310,7,1996,0,881509
881075,"GOA",30420,320,6,1996,0,881509
881075,"GOA",30420,320,7,1996,0,881509
881075,"GOA",30420,330,6,1996,0,881509
881075,"GOA",30420,330,10,1996,0,881509
881075,"GOA",30420,340,6,1996,0,881509
881075,"GOA",30420,340,9,1996,0,881509
881075,"GOA",30420,350,7,1996,0,881509
881075,"GOA",30420,350,8,1996,0,881509
881075,"GOA",30420,360,7,1996,0,881509
881075,"GOA",30420,360,13,1996,0,881509
881075,"GOA",30420,370,9,1996,0,881509
881075,"GOA",30420,370,18,1996,0,881509
881075,"GOA",30420,380,10,1996,0,881509
881075,"GOA",30420,380,11,1996,0,881509
881075,"GOA",30420,390,2,1996,0,881509
881075,"GOA",30420,390,13,1996,0,881509
881075,"GOA",30420,300,1,1996,0,881510
881075,"GOA",30420,310,1,1996,0,881510
881075,"GOA",30420,330,1,1996,0,881510
881075,"GOA",30420,350,1,1996,0,881510
881075,"GOA",30420,350,2,1996,0,881510
881075,"GOA",30420,360,1,1996,0,881510
881075,"GOA",30420,360,2,1996,0,881510
881075,"GOA",30420,370,1,1996,0,881510
881075,"GOA",30420,380,1,1996,0,881510
881075,"GOA",30420,390,2,1996,0,881510
881075,"GOA",30420,400,1,1996,0,881510
881075,"GOA",30420,400,2,1996,0,881510
881075,"GOA",30420,430,1,1996,0,881510
881075,"GOA",30420,410,1,1996,0,881510
881075,"GOA",30420,420,1,1996,0,881510
881075,"GOA",30420,420,1,1996,0,881510
881075,"GOA",30420,460,1,1996,0,881510
881075,"GOA",30420,290,1,1996,0,881510
881075,"GOA",30420,310,1,1996,0,881511
881075,"GOA",30420,380,1,1996,0,881511
881075,"GOA",30420,360,5,1996,0,881514
881075,"GOA",30420,350,3,1996,0,881514
881075,"GOA",30420,350,3,1996,0,881514
881075,"GOA",30420,360,3,1996,0,881514
881075,"GOA",30420,370,4,1996,0,881514
881075,"GOA",30420,370,6,1996,0,881514
881075,"GOA",30420,380,5,1996,0,881514
881075,"GOA",30420,390,2,1996,0,881514
881075,"GOA",30420,390,4,1996,0,881514
881075,"GOA",30420,420,5,1996,0,881514
881075,"GOA",30420,400,2,1996,0,881514
881075,"GOA",30420,400,7,1996,0,881514
881075,"GOA",30420,410,5,1996,0,881514
881075,"GOA",30420,430,1,1996,0,881514
881075,"GOA",30420,440,1,1996,0,881514
881075,"GOA",30420,330,3,1996,0,881514
881075,"GOA",30420,260,1,1996,0,881514
881075,"GOA",30420,320,1,1996,0,881514
881075,"GOA",30420,330,1,1996,0,881514
881075,"GOA",30420,340,1,1996,0,881514
881075,"GOA",30420,380,2,1996,0,881514
881075,"GOA",30420,360,1,1996,0,881515
881075,"GOA",30420,320,1,1996,0,881515
881075,"GOA",30420,320,1,1996,0,881515
881075,"GOA",30420,350,1,1996,0,881515
881075,"GOA",30420,360,2,1996,0,881515
881075,"GOA",30420,370,1,1996,0,881515
881075,"GOA",30420,370,1,1996,0,881515
881075,"GOA",30420,380,2,1996,0,881515
881075,"GOA",30420,340,3,1996,0,881515
881075,"GOA",30420,430,1,1996,0,881445
881075,"GOA",30420,400,2,1996,0,881445
881075,"GOA",30420,410,2,1996,0,881445
881075,"GOA",30420,420,3,1996,0,881445
881075,"GOA",30420,440,1,1996,0,881445
881075,"GOA",30420,180,1,1996,0,881454
881075,"GOA",30420,110,1,1996,0,881454
881075,"GOA",30420,150,1,1996,0,881454
881075,"GOA",30420,160,1,1996,0,881454
881075,"GOA",30420,170,1,1996,0,881454
881075,"GOA",30420,170,1,1996,0,881454
881075,"GOA",30420,190,1,1996,0,881454
881075,"GOA",30420,190,1,1996,0,881454
881075,"GOA",30420,200,2,1996,0,881454
881075,"GOA",30420,200,2,1996,0,881454
881075,"GOA",30420,220,1,1996,0,881454
881075,"GOA",30420,220,2,1996,0,881454
881075,"GOA",30420,240,1,1996,0,881454
881075,"GOA",30420,240,1,1996,0,881454
881075,"GOA",30420,250,1,1996,0,881454
881075,"GOA",30420,270,2,1996,0,881454
881075,"GOA",30420,280,1,1996,0,881454
881075,"GOA",30420,250,3,1996,0,881454
881075,"GOA",30420,370,1,1996,0,881461
881075,"GOA",30420,380,2,1996,0,881461
881076,"GOA",30420,340,1,1996,0,881882
881076,"GOA",30420,360,1,1996,0,881882
881076,"GOA",30420,330,1,1996,0,881886
881076,"GOA",30420,360,1,1996,0,881886
881076,"GOA",30420,360,2,1996,0,881886
881076,"GOA",30420,370,1,1996,0,881886
881076,"GOA",30420,380,4,1996,0,881886
881076,"GOA",30420,390,1,1996,0,881886
978772,"GOA",30420,280,1,1999,0,978917
978774,"GOA",30420,370,1,1999,0,991068
978773,"GOA",30420,400,1,1999,0,985692
978773,"GOA",30420,420,2,1999,0,985692
978773,"GOA",30420,380,1,1999,0,985693
978774,"GOA",30420,120,1,1999,0,991286
978774,"GOA",30420,220,1,1999,0,991287
978774,"GOA",30420,260,1,1999,0,991287
978773,"GOA",30420,190,1,1999,0,985756
978773,"GOA",30420,230,1,1999,0,985756
978773,"GOA",30420,260,1,1999,0,985756
978773,"GOA",30420,270,1,1999,0,985756
978773,"GOA",30420,190,1,1999,0,985756
978773,"GOA",30420,240,1,1999,0,985756
978773,"GOA",30420,270,1,1999,0,985756
978773,"GOA",30420,290,1,1999,0,985756
978773,"GOA",30420,350,1,1999,1.11,985757
978773,"GOA",30420,270,1,1999,1.11,985757
978773,"GOA",30420,320,1,1999,1.11,985757
978773,"GOA",30420,200,1,1999,1.11,985757
978773,"GOA",30420,360,2,1999,1.11,985757
978773,"GOA",30420,370,2,1999,1.11,985757
978773,"GOA",30420,380,3,1999,1.11,985757
978773,"GOA",30420,210,1,1999,1.11,985757
978773,"GOA",30420,250,1,1999,1.11,985757
978773,"GOA",30420,260,3,1999,1.11,985757
978773,"GOA",30420,160,1,1999,1.11,985757
978773,"GOA",30420,180,1,1999,1.11,985757
978773,"GOA",30420,270,1,1999,1.11,985757
978773,"GOA",30420,310,1,1999,1.11,985757
978773,"GOA",30420,330,1,1999,1.11,985757
978773,"GOA",30420,230,2,1999,1.11,985757
978773,"GOA",30420,250,1,1999,1.11,985757
978773,"GOA",30420,340,1,1999,1.11,985757
978773,"GOA",30420,390,3,1999,1.11,985757
978773,"GOA",30420,220,1,1999,1.11,985757
978773,"GOA",30420,370,1,1999,0,985758
978773,"GOA",30420,400,1,1999,0,985758
978773,"GOA",30420,380,11,1999,0,985762
978773,"GOA",30420,260,1,1999,0,985762
978773,"GOA",30420,350,3,1999,0,985762
978773,"GOA",30420,360,5,1999,0,985762
978773,"GOA",30420,370,10,1999,0,985762
978773,"GOA",30420,400,1,1999,0,985762
978773,"GOA",30420,330,1,1999,0,985762
978773,"GOA",30420,360,1,1999,0,985762
978773,"GOA",30420,380,16,1999,0,985762
978773,"GOA",30420,400,48,1999,0,985762
978773,"GOA",30420,410,35,1999,0,985762
978773,"GOA",30420,420,22,1999,0,985762
978773,"GOA",30420,440,1,1999,0,985762
978773,"GOA",30420,390,6,1999,0,985762
978773,"GOA",30420,350,3,1999,0,985762
978773,"GOA",30420,390,42,1999,0,985762
978773,"GOA",30420,430,7,1999,0,985762
978773,"GOA",30420,370,13,1999,0,985762
978773,"GOA",30420,380,6,1999,4.4,985763
978773,"GOA",30420,260,1,1999,4.4,985763
978773,"GOA",30420,320,2,1999,4.4,985763
978773,"GOA",30420,330,2,1999,4.4,985763
978773,"GOA",30420,340,2,1999,4.4,985763
978773,"GOA",30420,350,6,1999,4.4,985763
978773,"GOA",30420,360,5,1999,4.4,985763
978773,"GOA",30420,370,3,1999,4.4,985763
978773,"GOA",30420,390,1,1999,4.4,985763
978773,"GOA",30420,410,1,1999,4.4,985763
978773,"GOA",30420,420,1,1999,4.4,985763
978773,"GOA",30420,320,3,1999,4.4,985763
978773,"GOA",30420,330,4,1999,4.4,985763
978773,"GOA",30420,340,4,1999,4.4,985763
978773,"GOA",30420,350,4,1999,4.4,985763
978773,"GOA",30420,360,9,1999,4.4,985763
978773,"GOA",30420,370,20,1999,4.4,985763
978773,"GOA",30420,380,28,1999,4.4,985763
978773,"GOA",30420,390,16,1999,4.4,985763
978773,"GOA",30420,400,14,1999,4.4,985763
978773,"GOA",30420,420,4,1999,4.4,985763
