"CRUISEJOIN","REGION","SPECIES_CODE","LENGTH","FREQUENCY","YEAR","PERFORMANCE","HAULJOIN"
-715,"GOA",30420,420,6,2017,0,-16482
-715,"GOA",30420,420,2,2017,0,-16482
-715,"GOA",30420,430,4,2017,0,-16482
-715,"GOA",30420,430,9,2017,0,-16482
-715,"GOA",30420,440,2,2017,0,-16482
-715,"GOA",30420,440,2,2017,0,-16482
-715,"GOA",30420,450,1,2017,0,-16482
-715,"GOA",30420,460,1,2017,0,-16482
-715,"GOA",30420,320,1,2017,0,-16483
-715,"GOA",30420,340,1,2017,0,-16483
-715,"GOA",30420,360,1,2017,0,-16483
-701,"GOA",30420,400,2,2015,0,-15024
-701,"GOA",30420,410,1,2015,0,-15024
-701,"GOA",30420,420,1,2015,0,-15024
-701,"GOA",30420,390,6,2015,0,-15027
-701,"GOA",30420,380,1,2015,0,-15027
-701,"GOA",30420,380,1,2015,0,-15027
-701,"GOA",30420,390,1,2015,0,-15027
-701,"GOA",30420,400,1,2015,0,-15027
-701,"GOA",30420,400,8,2015,0,-15027
-701,"GOA",30420,410,2,2015,0,-15027
-701,"GOA",30420,410,10,2015,0,-15027
-701,"GOA",30420,420,13,2015,0,-15027
-701,"GOA",30420,430,1,2015,0,-15027
-701,"GOA",30420,430,6,2015,0,-15027
-701,"GOA",30420,440,1,2015,0,-15027
-701,"GOA",30420,440,8,2015,0,-15027
-701,"GOA",30420,450,2,2015,0,-15027
-701,"GOA",30420,460,1,2015,0,-15027
-701,"GOA",30420,420,1,2015,0,-15028
-701,"GOA",30420,400,1,2015,0,-15028
-701,"GOA",30420,410,1,2015,0,-15028
-701,"GOA",30420,420,2,2015,0,-15028
-701,"GOA",30420,430,1,2015,0,-15028
-701,"GOA",30420,400,1,2015,0,-15029
-701,"GOA",30420,330,1,2015,0,-15029
-701,"GOA",30420,390,1,2015,0,-15029
-701,"GOA",30420,390,3,2015,0,-15029
-701,"GOA",30420,410,1,2015,0,-15029
-701,"GOA",30420,410,1,2015,0,-15029
-701,"GOA",30420,440,1,2015,0,-15029
-701,"GOA",30420,410,1,2015,0,-15037
-701,"GOA",30420,420,1,2015,0,-15039
-701,"GOA",30420,410,1,2015,0,-15053
-701,"GOA",30420,370,1,2015,0,-15059
-701,"GOA",30420,390,1,2015,0,-15059
-701,"GOA",30420,410,3,2015,0,-15059
-701,"GOA",30420,420,1,2015,0,-15059
-701,"GOA",30420,430,1,2015,0,-15059
-701,"GOA",30420,440,2,2015,0,-15059
-701,"GOA",30420,410,1,2015,0,-15060
-715,"GOA",30420,310,1,2017,0,-16741
-715,"GOA",30420,280,1,2017,0,-16741
-715,"GOA",30420,300,1,2017,0,-16741
-715,"GOA",30420,320,1,2017,0,-16741
-715,"GOA",30420,330,1,2017,0,-16741
-715,"GOA",30420,370,1,2017,0,-16741
-715,"GOA",30420,380,1,2017,0,-16741
-715,"GOA",30420,390,1,2017,0,-16741
-715,"GOA",30420,400,1,2017,0,-16741
-715,"GOA",30420,410,4,2017,0,-16741
-715,"GOA",30420,410,1,2017,0,-16741
-715,"GOA",30420,430,1,2017,0,-16741
-715,"GOA",30420,430,1,2017,0,-16741
-715,"GOA",30420,410,1,2017,0,-16742
-715,"GOA",30420,440,1,2017,0,-16742
-701,"GOA",30420,400,1,2015,0,-15073
-701,"GOA",30420,360,1,2015,0,-15074
-701,"GOA",30420,340,1,2015,0,-15074
-701,"GOA",30420,350,1,2015,0,-15074
-701,"GOA",30420,350,1,2015,0,-15074
-701,"GOA",30420,360,2,2015,0,-15074
-701,"GOA",30420,380,2,2015,0,-15074
-701,"GOA",30420,380,1,2015,0,-15074
-701,"GOA",30420,390,3,2015,0,-15074
-701,"GOA",30420,390,2,2015,0,-15074
-701,"GOA",30420,400,3,2015,0,-15074
-701,"GOA",30420,400,4,2015,0,-15074
-701,"GOA",30420,410,2,2015,0,-15074
-701,"GOA",30420,420,1,2015,0,-15074
-701,"GOA",30420,400,1,2015,0,-15075
-701,"GOA",30420,400,2,2015,0,-15075
-715,"GOA",30420,190,1,2017,0,-16746
-715,"GOA",30420,250,1,2017,0,-16746
-715,"GOA",30420,380,4,2017,0,-16751
-715,"GOA",30420,350,2,2017,0,-16751
-715,"GOA",30420,360,1,2017,0,-16751
-715,"GOA",30420,370,5,2017,0,-16751
-715,"GOA",30420,380,1,2017,0,-16751
-715,"GOA",30420,390,20,2017,0,-16751
-715,"GOA",30420,390,4,2017,0,-16751
-715,"GOA",30420,400,22,2017,0,-16751
-715,"GOA",30420,400,2,2017,0,-16751
-715,"GOA",30420,410,23,2017,0,-16751
-715,"GOA",30420,410,10,2017,0,-16751
-715,"GOA",30420,420,19,2017,0,-16751
-715,"GOA",30420,420,14,2017,0,-16751
-715,"GOA",30420,430,11,2017,0,-16751
-715,"GOA",30420,430,9,2017,0,-16751
-715,"GOA",30420,440,4,2017,0,-16751
-715,"GOA",30420,440,7,2017,0,-16751
-715,"GOA",30420,450,1,2017,0,-16751
-715,"GOA",30420,450,1,2017,0,-16751
-715,"GOA",30420,350,1,2017,0,-16859
-715,"GOA",30420,330,1,2017,0,-16859
-715,"GOA",30420,330,2,2017,0,-16859
-715,"GOA",30420,340,1,2017,0,-16859
-715,"GOA",30420,350,1,2017,0,-16859
-715,"GOA",30420,360,1,2017,0,-16859
-715,"GOA",30420,360,1,2017,0,-16859
-715,"GOA",30420,370,2,2017,0,-16859
-715,"GOA",30420,380,5,2017,0,-16859
-715,"GOA",30420,380,2,2017,0,-16859
-715,"GOA",30420,390,6,2017,0,-16859
-715,"GOA",30420,390,4,2017,0,-16859
-715,"GOA",30420,400,7,2017,0,-16859
-715,"GOA",30420,400,7,2017,0,-16859
-715,"GOA",30420,410,10,2017,0,-16859
-715,"GOA",30420,410,6,2017,0,-16859
-715,"GOA",30420,420,5,2017,0,-16859
-715,"GOA",30420,420,8,2017,0,-16859
-715,"GOA",30420,430,2,2017,0,-16859
-715,"GOA",30420,430,5,2017,0,-16859
-715,"GOA",30420,440,1,2017,0,-16859
-715,"GOA",30420,440,1,2017,0,-16859
-715,"GOA",30420,450,1,2017,0,-16859
-715,"GOA",30420,400,1,2017,0,-16860
-715,"GOA",30420,350,1,2017,0,-16860
-715,"GOA",30420,360,1,2017,0,-16860
-715,"GOA",30420,380,1,2017,0,-16860
-715,"GOA",30420,410,1,2017,0,-16860
-715,"GOA",30420,420,1,2017,0,-16860
-715,"GOA",30420,400,1,2017,0,-16865
-715,"GOA",30420,410,1,2017,0,-16865
-715,"GOA",30420,410,1,2017,0,-16866
-715,"GOA",30420,410,1,2017,0,-16868
-715,"GOA",30420,330,1,2017,1.11,-16869
-715,"GOA",30420,420,1,2017,1.11,-16869
-715,"GOA",30420,410,3,2017,0,-16873
-715,"GOA",30420,360,1,2017,0,-16873
-715,"GOA",30420,370,2,2017,0,-16873
-715,"GOA",30420,380,2,2017,0,-16873
-715,"GOA",30420,390,6,2017,0,-16873
-715,"GOA",30420,400,2,2017,0,-16873
-715,"GOA",30420,420,5,2017,0,-16873
-715,"GOA",30420,430,1,2017,0,-16873
-730,"GOA",30420,400,1,2019,1.12,-19721
-730,"GOA",30420,420,2,2019,0,-19722
-730,"GOA",30420,460,1,2019,0,-19722
-730,"GOA",30420,400,1,2019,0,-19724
-730,"GOA",30420,410,2,2019,0,-19724
-730,"GOA",30420,410,2,2019,0,-19724
-730,"GOA",30420,430,2,2019,0,-19724
-731,"GOA",30420,380,1,2019,0,-18843
-731,"GOA",30420,290,1,2019,0,-18843
-731,"GOA",30420,310,1,2019,0,-18843
-731,"GOA",30420,340,1,2019,0,-18843
-731,"GOA",30420,360,1,2019,0,-18843
-731,"GOA",30420,390,1,2019,0,-18843
-731,"GOA",30420,440,1,2019,0,-18843
-731,"GOA",30420,340,1,2019,1.1,-18845
-731,"GOA",30420,340,4,2019,0,-18848
-731,"GOA",30420,310,1,2019,0,-18848
-731,"GOA",30420,330,1,2019,0,-18848
-731,"GOA",30420,330,2,2019,0,-18848
-731,"GOA",30420,350,1,2019,0,-18848
-731,"GOA",30420,360,4,2019,0,-18848
-731,"GOA",30420,360,2,2019,0,-18848
-731,"GOA",30420,370,6,2019,0,-18848
-731,"GOA",30420,370,2,2019,0,-18848
-731,"GOA",30420,380,5,2019,0,-18848
-731,"GOA",30420,380,5,2019,0,-18848
-731,"GOA",30420,390,6,2019,0,-18848
-731,"GOA",30420,390,7,2019,0,-18848
-731,"GOA",30420,400,7,2019,0,-18848
-731,"GOA",30420,400,11,2019,0,-18848
-731,"GOA",30420,410,10,2019,0,-18848
-731,"GOA",30420,410,14,2019,0,-18848
-731,"GOA",30420,420,1,2019,0,-18848
-731,"GOA",30420,420,4,2019,0,-18848
-731,"GOA",30420,430,1,2019,0,-18848
-731,"GOA",30420,430,5,2019,0,-18848
-731,"GOA",30420,440,4,2019,0,-18848
-731,"GOA",30420,450,1,2019,0,-18848
-731,"GOA",30420,420,1,2019,0,-18853
-731,"GOA",30420,380,1,2019,0,-18853
-731,"GOA",30420,400,1,2019,0,-18853
-731,"GOA",30420,410,1,2019,0,-18853
-731,"GOA",30420,420,1,2019,0,-18853
-731,"GOA",30420,320,4,2019,0,-18871
-731,"GOA",30420,260,1,2019,0,-18871
-731,"GOA",30420,300,1,2019,0,-18871
-731,"GOA",30420,310,1,2019,0,-18871
-731,"GOA",30420,340,2,2019,0,-18871
-731,"GOA",30420,350,4,2019,0,-18871
-731,"GOA",30420,360,2,2019,0,-18871
-731,"GOA",30420,360,6,2019,0,-18871
-731,"GOA",30420,370,9,2019,0,-18871
-731,"GOA",30420,380,2,2019,0,-18871
-731,"GOA",30420,380,13,2019,0,-18871
-731,"GOA",30420,390,5,2019,0,-18871
-731,"GOA",30420,390,18,2019,0,-18871
-731,"GOA",30420,400,3,2019,0,-18871
-731,"GOA",30420,400,21,2019,0,-18871
-731,"GOA",30420,410,3,2019,0,-18871
-731,"GOA",30420,410,27,2019,0,-18871
-731,"GOA",30420,420,20,2019,0,-18871
-731,"GOA",30420,430,12,2019,0,-18871
-731,"GOA",30420,440,1,2019,0,-18871
-731,"GOA",30420,440,5,2019,0,-18871
-731,"GOA",30420,450,1,2019,0,-18871
-731,"GOA",30420,320,2,2019,0,-18873
-731,"GOA",30420,310,1,2019,0,-18873
-731,"GOA",30420,310,1,2019,0,-18873
-731,"GOA",30420,320,1,2019,0,-18873
-731,"GOA",30420,330,3,2019,0,-18873
-731,"GOA",30420,340,4,2019,0,-18873
-731,"GOA",30420,340,2,2019,0,-18873
-731,"GOA",30420,350,2,2019,0,-18873
-731,"GOA",30420,350,1,2019,0,-18873
-731,"GOA",30420,360,4,2019,0,-18873
-731,"GOA",30420,360,2,2019,0,-18873
-731,"GOA",30420,370,3,2019,0,-18873
-731,"GOA",30420,370,5,2019,0,-18873
-731,"GOA",30420,380,3,2019,0,-18873
-731,"GOA",30420,380,1,2019,0,-18873
-731,"GOA",30420,390,8,2019,0,-18873
-731,"GOA",30420,390,3,2019,0,-18873
-731,"GOA",30420,400,8,2019,0,-18873
-731,"GOA",30420,400,12,2019,0,-18873
-731,"GOA",30420,410,2,2019,0,-18873
-731,"GOA",30420,410,3,2019,0,-18873
-731,"GOA",30420,420,3,2019,0,-18873
-731,"GOA",30420,420,9,2019,0,-18873
-731,"GOA",30420,450,1,2019,0,-18873
-731,"GOA",30420,430,2,2019,0,-18873
-731,"GOA",30420,430,1,2019,0,-18873
-731,"GOA",30420,440,1,2019,0,-18873
-731,"GOA",30420,310,1,2019,0,-18874
-731,"GOA",30420,260,1,2019,0,-18874
-731,"GOA",30420,270,1,2019,0,-18874
-731,"GOA",30420,300,1,2019,0,-18874
-731,"GOA",30420,320,1,2019,0,-18874
-731,"GOA",30420,340,1,2019,0,-18874
-731,"GOA",30420,350,4,2019,0,-18874
-731,"GOA",30420,350,1,2019,0,-18874
-731,"GOA",30420,360,3,2019,0,-18874
-731,"GOA",30420,360,3,2019,0,-18874
-731,"GOA",30420,370,4,2019,0,-18874
-731,"GOA",30420,370,2,2019,0,-18874
-731,"GOA",30420,380,6,2019,0,-18874
-731,"GOA",30420,380,4,2019,0,-18874
-731,"GOA",30420,390,16,2019,0,-18874
-731,"GOA",30420,390,5,2019,0,-18874
-731,"GOA",30420,400,7,2019,0,-18874
-731,"GOA",30420,400,11,2019,0,-18874
-731,"GOA",30420,410,12,2019,0,-18874
-731,"GOA",30420,410,9,2019,0,-18874
-731,"GOA",30420,420,14,2019,0,-18874
-731,"GOA",30420,420,8,2019,0,-18874
-731,"GOA",30420,430,4,2019,0,-18874
-731,"GOA",30420,430,6,2019,0,-18874
-731,"GOA",30420,440,2,2019,0,-18874
-731,"GOA",30420,450,1,2019,0,-18874
-731,"GOA",30420,450,1,2019,0,-18874
-731,"GOA",30420,420,1,2019,0,-18882
-731,"GOA",30420,420,1,2019,0,-18882
-731,"GOA",30420,430,1,2019,0,-18882
-731,"GOA",30420,240,3,2019,0,-18886
-731,"GOA",30420,230,2,2019,0,-18886
-731,"GOA",30420,240,1,2019,0,-18886
-731,"GOA",30420,250,1,2019,0,-18886
-731,"GOA",30420,250,3,2019,0,-18886
-731,"GOA",30420,260,2,2019,0,-18886
-731,"GOA",30420,270,1,2019,0,-18886
-731,"GOA",30420,310,1,2019,0,-18886
-731,"GOA",30420,340,1,2019,0,-18886
-731,"GOA",30420,390,2,2019,0,-18886
-731,"GOA",30420,400,3,2019,0,-18886
-731,"GOA",30420,400,1,2019,0,-18886
-731,"GOA",30420,410,7,2019,0,-18886
-731,"GOA",30420,420,13,2019,0,-18886
-731,"GOA",30420,430,2,2019,0,-18886
-731,"GOA",30420,440,5,2019,0,-18886
-731,"GOA",30420,450,2,2019,0,-18886
-731,"GOA",30420,460,2,2019,0,-18886
-731,"GOA",30420,250,1,2019,0,-18887
-731,"GOA",30420,420,1,2019,0,-18887
-731,"GOA",30420,390,1,2019,0,-18888
-731,"GOA",30420,410,1,2019,0,-18890
-731,"GOA",30420,390,7,2019,0,-18890
-731,"GOA",30420,400,2,2019,0,-18890
-731,"GOA",30420,410,12,2019,0,-18890
-731,"GOA",30420,420,8,2019,0,-18890
-731,"GOA",30420,430,5,2019,0,-18890
-731,"GOA",30420,440,4,2019,0,-18890
-731,"GOA",30420,390,1,2019,0,-18891
-731,"GOA",30420,310,1,2019,0,-18891
-731,"GOA",30420,320,1,2019,0,-18891
-731,"GOA",30420,360,1,2019,0,-18891
-731,"GOA",30420,400,1,2019,0,-18891
-731,"GOA",30420,410,3,2019,0,-18891
-731,"GOA",30420,420,2,2019,0,-18891
-731,"GOA",30420,440,1,2019,0,-18891
-731,"GOA",30420,450,1,2019,0,-18891
-731,"GOA",30420,350,1,2019,0,-18927
-731,"GOA",30420,260,1,2019,0,-18927
-731,"GOA",30420,270,1,2019,0,-18927
-731,"GOA",30420,330,1,2019,0,-18927
-731,"GOA",30420,360,1,2019,0,-18927
-731,"GOA",30420,370,1,2019,0,-18927
-731,"GOA",30420,380,2,2019,0,-18927
-731,"GOA",30420,390,2,2019,0,-18927
-731,"GOA",30420,400,3,2019,0,-18927
-731,"GOA",30420,400,1,2019,0,-18927
-731,"GOA",30420,410,7,2019,0,-18927
-731,"GOA",30420,410,4,2019,0,-18927
-731,"GOA",30420,420,1,2019,0,-18927
-731,"GOA",30420,430,1,2019,0,-18927
-731,"GOA",30420,430,9,2019,0,-18927
-731,"GOA",30420,440,1,2019,0,-18927
-731,"GOA",30420,440,5,2019,0,-18927
-731,"GOA",30420,450,1,2019,0,-18927
-731,"GOA",30420,330,1,2019,4.1,-18929
-731,"GOA",30420,290,1,2019,4.1,-18929
-731,"GOA",30420,310,1,2019,4.1,-18929
-731,"GOA",30420,320,1,2019,4.1,-18929
-731,"GOA",30420,340,1,2019,4.1,-18929
-731,"GOA",30420,340,1,2019,4.1,-18929
-731,"GOA",30420,350,1,2019,4.1,-18929
-731,"GOA",30420,360,1,2019,4.1,-18929
-731,"GOA",30420,360,3,2019,4.1,-18929
-731,"GOA",30420,370,1,2019,4.1,-18929
-731,"GOA",30420,380,4,2019,4.1,-18929
-731,"GOA",30420,400,1,2019,4.1,-18929
-731,"GOA",30420,380,3,2019,4.1,-18929
-731,"GOA",30420,390,2,2019,4.1,-18929
-731,"GOA",30420,390,10,2019,4.1,-18929
-731,"GOA",30420,400,13,2019,4.1,-18929
-731,"GOA",30420,410,3,2019,4.1,-18929
-731,"GOA",30420,410,22,2019,4.1,-18929
-731,"GOA",30420,420,23,2019,4.1,-18929
-731,"GOA",30420,430,1,2019,4.1,-18929
-731,"GOA",30420,430,10,2019,4.1,-18929
-731,"GOA",30420,440,5,2019,4.1,-18929
-731,"GOA",30420,450,1,2019,4.1,-18929
-731,"GOA",30420,390,1,2019,0,-18965
-731,"GOA",30420,460,1,2019,0,-18965
-731,"GOA",30420,410,1,2019,0,-19023
-731,"GOA",30420,420,2,2019,0,-19024
-731,"GOA",30420,390,4,2019,0,-19024
-731,"GOA",30420,400,8,2019,0,-19024
-731,"GOA",30420,410,5,2019,0,-19024
-731,"GOA",30420,420,1,2019,0,-19024
-731,"GOA",30420,430,1,2019,0,-19024
-731,"GOA",30420,440,1,2019,0,-19024
-731,"GOA",30420,400,2,2019,0,-19025
-731,"GOA",30420,380,1,2019,0,-19025
-731,"GOA",30420,390,1,2019,0,-19025
-731,"GOA",30420,400,1,2019,0,-19025
-731,"GOA",30420,420,3,2019,0,-19025
-731,"GOA",30420,430,1,2019,0,-19025
-731,"GOA",30420,430,4,2019,0,-19025
-731,"GOA",30420,440,3,2019,0,-19025
-731,"GOA",30420,450,1,2019,0,-19025
-731,"GOA",30420,460,1,2019,0,-19025
-731,"GOA",30420,280,1,2019,0,-19031
-731,"GOA",30420,320,1,2019,0,-19043
-731,"GOA",30420,260,1,2019,0,-19059
-731,"GOA",30420,300,1,2019,0,-19059
-731,"GOA",30420,330,1,2019,0,-19059
-731,"GOA",30420,360,1,2019,0,-19059
-731,"GOA",30420,380,2,2019,0,-19059
-731,"GOA",30420,420,3,2019,0,-19059
-731,"GOA",30420,430,2,2019,0,-19059
-731,"GOA",30420,380,1,2019,0,-19067
-731,"GOA",30420,350,1,2019,0,-19067
-731,"GOA",30420,370,1,2019,0,-19067
-731,"GOA",30420,390,1,2019,0,-19067
-731,"GOA",30420,420,1,2019,0,-19067
-731,"GOA",30420,400,1,2019,0,-19070
-731,"GOA",30420,410,1,2019,0,-19070
-731,"GOA",30420,390,1,2019,0,-19319
-731,"GOA",30420,300,1,2019,0,-19319
-731,"GOA",30420,320,1,2019,0,-19319
-731,"GOA",30420,340,1,2019,0,-19319
-731,"GOA",30420,340,1,2019,0,-19319
-731,"GOA",30420,370,1,2019,0,-19319
-731,"GOA",30420,400,3,2019,0,-19319
-731,"GOA",30420,400,2,2019,0,-19319
-731,"GOA",30420,410,1,2019,0,-19319
-731,"GOA",30420,410,2,2019,0,-19319
-731,"GOA",30420,420,1,2019,0,-19319
-731,"GOA",30420,430,3,2019,0,-19319
-731,"GOA",30420,440,3,2019,0,-19319
-731,"GOA",30420,450,1,2019,0,-19319
-731,"GOA",30420,460,1,2019,0,-19319
-731,"GOA",30420,410,1,2019,0,-19322
-731,"GOA",30420,410,1,2019,0,-19331
-731,"GOA",30420,440,1,2019,0,-19331
-731,"GOA",30420,400,1,2019,0,-19343
-731,"GOA",30420,360,1,2019,0,-19346
-731,"GOA",30420,330,1,2019,0,-19346
-731,"GOA",30420,330,2,2019,0,-19346
-731,"GOA",30420,340,1,2019,0,-19346
-731,"GOA",30420,350,1,2019,0,-19346
-731,"GOA",30420,350,4,2019,0,-19346
-731,"GOA",30420,360,2,2019,0,-19346
-731,"GOA",30420,370,1,2019,0,-19346
-731,"GOA",30420,370,5,2019,0,-19346
-731,"GOA",30420,380,2,2019,0,-19346
-731,"GOA",30420,400,2,2019,0,-19346
-731,"GOA",30420,380,5,2019,0,-19346
-731,"GOA",30420,390,2,2019,0,-19346
-731,"GOA",30420,390,11,2019,0,-19346
-731,"GOA",30420,400,9,2019,0,-19346
-731,"GOA",30420,410,16,2019,0,-19346
-731,"GOA",30420,420,13,2019,0,-19346
-731,"GOA",30420,430,9,2019,0,-19346
-731,"GOA",30420,440,1,2019,0,-19346
-731,"GOA",30420,440,10,2019,0,-19346
-731,"GOA",30420,460,1,2019,0,-19346
-731,"GOA",30420,370,1,2019,0,-19347
-731,"GOA",30420,330,1,2019,0,-19347
-731,"GOA",30420,350,3,2019,0,-19347
-731,"GOA",30420,350,1,2019,0,-19347
-731,"GOA",30420,380,5,2019,0,-19347
-731,"GOA",30420,390,2,2019,0,-19347
-731,"GOA",30420,390,2,2019,0,-19347
-731,"GOA",30420,400,3,2019,0,-19347
-731,"GOA",30420,400,2,2019,0,-19347
-731,"GOA",30420,410,1,2019,0,-19347
-731,"GOA",30420,420,5,2019,0,-19347
-731,"GOA",30420,430,1,2019,0,-19347
-731,"GOA",30420,430,2,2019,0,-19347
-731,"GOA",30420,440,1,2019,0,-19347
-731,"GOA",30420,440,1,2019,0,-19347
-731,"GOA",30420,390,1,2019,0,-19348
-731,"GOA",30420,370,1,2019,0,-19352
-731,"GOA",30420,390,1,2019,0,-19352
-731,"GOA",30420,410,1,2019,0,-19352
-731,"GOA",30420,430,1,2019,0,-19353
-731,"GOA",30420,410,1,2019,0,-19355
-731,"GOA",30420,380,3,2019,0,-19355
-731,"GOA",30420,390,3,2019,0,-19355
-731,"GOA",30420,400,4,2019,0,-19355
-731,"GOA",30420,400,2,2019,0,-19355
-731,"GOA",30420,410,2,2019,0,-19355
-731,"GOA",30420,420,2,2019,0,-19355
-731,"GOA",30420,440,1,2019,0,-19355
-731,"GOA",30420,410,1,2019,6.41,-19358
-731,"GOA",30420,420,1,2019,6.41,-19358
-731,"GOA",30420,370,1,2019,1.11,-19359
-731,"GOA",30420,340,1,2019,1.11,-19359
-731,"GOA",30420,360,2,2019,1.11,-19359
-731,"GOA",30420,360,1,2019,1.11,-19359
-731,"GOA",30420,370,1,2019,1.11,-19359
-731,"GOA",30420,390,3,2019,1.11,-19359
-731,"GOA",30420,390,1,2019,1.11,-19359
-731,"GOA",30420,400,2,2019,1.11,-19359
-731,"GOA",30420,400,1,2019,1.11,-19359
-731,"GOA",30420,410,2,2019,1.11,-19359
-731,"GOA",30420,420,1,2019,1.11,-19359
-731,"GOA",30420,420,1,2019,1.11,-19359
-730,"GOA",30420,300,1,2019,0,-18786
-730,"GOA",30420,330,1,2019,0,-18787
-730,"GOA",30420,460,1,2019,0,-18787
-730,"GOA",30420,140,1,2019,0,-18789
-730,"GOA",30420,170,1,2019,0,-18789
-730,"GOA",30420,330,1,2019,0,-18790
-730,"GOA",30420,410,3,2019,0,-18809
-730,"GOA",30420,380,1,2019,0,-18809
-730,"GOA",30420,390,1,2019,0,-18809
-730,"GOA",30420,400,3,2019,0,-18809
-730,"GOA",30420,410,1,2019,0,-18809
-730,"GOA",30420,420,3,2019,0,-18809
-730,"GOA",30420,420,2,2019,0,-18809
-730,"GOA",30420,430,4,2019,0,-18809
-730,"GOA",30420,430,1,2019,0,-18809
-730,"GOA",30420,450,1,2019,0,-18809
-730,"GOA",30420,460,1,2019,0,-18809
-730,"GOA",30420,410,1,2019,1.1,-18810
-730,"GOA",30420,410,1,2019,1.1,-18810
-730,"GOA",30420,300,2,2019,0,-18811
-730,"GOA",30420,260,2,2019,0,-18811
-730,"GOA",30420,270,1,2019,0,-18811
-730,"GOA",30420,300,2,2019,0,-18811
-730,"GOA",30420,310,1,2019,0,-18811
-730,"GOA",30420,320,1,2019,0,-18811
-730,"GOA",30420,330,4,2019,0,-18811
-730,"GOA",30420,340,6,2019,0,-18811
-730,"GOA",30420,340,2,2019,0,-18811
-730,"GOA",30420,350,5,2019,0,-18811
-730,"GOA",30420,350,5,2019,0,-18811
-730,"GOA",30420,360,14,2019,0,-18811
-730,"GOA",30420,360,2,2019,0,-18811
-730,"GOA",30420,370,7,2019,0,-18811
-730,"GOA",30420,370,2,2019,0,-18811
-730,"GOA",30420,380,2,2019,0,-18811
-730,"GOA",30420,380,1,2019,0,-18811
-730,"GOA",30420,390,7,2019,0,-18811
-730,"GOA",30420,390,2,2019,0,-18811
-730,"GOA",30420,400,9,2019,0,-18811
-730,"GOA",30420,400,7,2019,0,-18811
-730,"GOA",30420,410,12,2019,0,-18811
-730,"GOA",30420,410,11,2019,0,-18811
-730,"GOA",30420,420,2,2019,0,-18811
-730,"GOA",30420,420,4,2019,0,-18811
-730,"GOA",30420,430,2,2019,0,-18811
-730,"GOA",30420,430,5,2019,0,-18811
-730,"GOA",30420,440,2,2019,0,-18811
-730,"GOA",30420,420,1,2019,0,-18812
-730,"GOA",30420,360,1,2019,0,-18812
-730,"GOA",30420,390,1,2019,0,-18812
-730,"GOA",30420,400,1,2019,0,-18812
-730,"GOA",30420,420,1,2019,0,-18813
-730,"GOA",30420,430,1,2019,0,-18814
-730,"GOA",30420,450,1,2019,0,-18814
-730,"GOA",30420,450,1,2019,0,-18814
-730,"GOA",30420,340,2,2019,0,-18819
-730,"GOA",30420,300,1,2019,0,-18819
-730,"GOA",30420,320,3,2019,0,-18819
-730,"GOA",30420,330,2,2019,0,-18819
-730,"GOA",30420,340,1,2019,0,-18819
-730,"GOA",30420,350,5,2019,0,-18819
-730,"GOA",30420,350,2,2019,0,-18819
-730,"GOA",30420,360,9,2019,0,-18819
-730,"GOA",30420,360,2,2019,0,-18819
-730,"GOA",30420,370,15,2019,0,-18819
-730,"GOA",30420,370,2,2019,0,-18819
-730,"GOA",30420,380,8,2019,0,-18819
-730,"GOA",30420,380,5,2019,0,-18819
-730,"GOA",30420,390,14,2019,0,-18819
-730,"GOA",30420,390,3,2019,0,-18819
-730,"GOA",30420,400,19,2019,0,-18819
-730,"GOA",30420,400,5,2019,0,-18819
-730,"GOA",30420,410,16,2019,0,-18819
-730,"GOA",30420,410,11,2019,0,-18819
-730,"GOA",30420,420,14,2019,0,-18819
-730,"GOA",30420,420,8,2019,0,-18819
-730,"GOA",30420,430,3,2019,0,-18819
-730,"GOA",30420,430,9,2019,0,-18819
-730,"GOA",30420,440,6,2019,0,-18819
-730,"GOA",30420,450,1,2019,0,-18819
-730,"GOA",30420,450,1,2019,0,-18819
-730,"GOA",30420,320,1,2019,1.1,-18820
-730,"GOA",30420,260,1,2019,1.1,-18820
-730,"GOA",30420,270,1,2019,1.1,-18820
-730,"GOA",30420,280,1,2019,1.1,-18820
-730,"GOA",30420,330,1,2019,1.1,-18820
-730,"GOA",30420,350,1,2019,1.1,-18820
-730,"GOA",30420,350,2,2019,1.1,-18820
-730,"GOA",30420,370,1,2019,1.1,-18820
-730,"GOA",30420,370,3,2019,1.1,-18820
-730,"GOA",30420,380,2,2019,1.1,-18820
-730,"GOA",30420,390,5,2019,1.1,-18820
-730,"GOA",30420,390,6,2019,1.1,-18820
-730,"GOA",30420,400,6,2019,1.1,-18820
-730,"GOA",30420,400,6,2019,1.1,-18820
-730,"GOA",30420,410,8,2019,1.1,-18820
-730,"GOA",30420,410,5,2019,1.1,-18820
-730,"GOA",30420,420,4,2019,1.1,-18820
-730,"GOA",30420,420,14,2019,1.1,-18820
-730,"GOA",30420,430,2,2019,1.1,-18820
-730,"GOA",30420,430,7,2019,1.1,-18820
-730,"GOA",30420,440,6,2019,1.1,-18820
-730,"GOA",30420,450,1,2019,1.1,-18820
-730,"GOA",30420,460,1,2019,1.1,-18820
-730,"GOA",30420,460,1,2019,1.1,-18820
-730,"GOA",30420,320,1,2019,0,-18823
-730,"GOA",30420,370,3,2019,0,-18824
-730,"GOA",30420,330,1,2019,0,-18824
-730,"GOA",30420,330,1,2019,0,-18824
-730,"GOA",30420,360,4,2019,0,-18824
-730,"GOA",30420,370,2,2019,0,-18824
