"YEAR","FMP_AREA","SPECIES","LENGTH","WEIGHT","AGE","SPECIMEN_TYPE","PERFORMANCE","HAUL_JOIN","PORT_JOIN"
2011,"GOA",303,44,NA,NA,1,1,"14369002134000002370",NA
2011,"GOA",303,42,1.03,NA,3,3,"14369002134000002358",NA
2011,"GOA",303,42,NA,NA,1,3,"14369002134000002358",NA
2011,"GOA",303,32,0.54,NA,3,3,"14369002134000002358",NA
2011,"GOA",303,32,NA,NA,1,3,"14369002134000002358",NA
2011,"GOA",303,38,0.84,NA,3,3,"14369002134000002358",NA
2011,"GOA",303,38,NA,NA,1,3,"14369002134000002358",NA
2011,"GOA",303,41,0.95,NA,3,3,"14369002134000002358",NA
2011,"GOA",303,41,NA,NA,1,3,"14369002134000002358",NA
2011,"GOA",303,43,1.04,NA,3,3,"14369002134000002358",NA
2011,"GOA",303,43,NA,NA,1,3,"14369002134000002358",NA
2011,"GOA",303,38,0.8,NA,3,1,"14369002134000002360",NA
2011,"GOA",303,38,NA,NA,1,1,"14369002134000002360",NA
2011,"GOA",303,40,0.99,NA,3,1,"14369002134000002360",NA
2011,"GOA",303,40,NA,NA,1,1,"14369002134000002360",NA
2011,"GOA",303,41,0.95,NA,3,1,"14369002134000002360",NA
2011,"GOA",303,41,NA,NA,1,1,"14369002134000002360",NA
2011,"GOA",303,42,1.09,NA,3,1,"14369002134000002360",NA
2011,"GOA",303,42,NA,NA,1,1,"14369002134000002360",NA
2011,"GOA",303,43,NA,NA,1,3,"14369002134000002332",NA
2011,"GOA",303,44,1.13,NA,3,3,"14369002134000002332",NA
2011,"GOA",303,44,NA,NA,1,3,"14369002134000002332",NA
2011,"GOA",303,31,0.47,NA,3,5,"14369002134000002338",NA
2011,"GOA",303,31,NA,NA,1,5,"14369002134000002338",NA
2011,"GOA",303,42,1.1,NA,3,5,"14369002134000002338",NA
2011,"GOA",303,42,1.13,NA,3,5,"14369002134000002338",NA
2011,"GOA",303,42,NA,NA,1,5,"14369002134000002338",NA
2011,"GOA",303,42,NA,NA,1,5,"14369002134000002338",NA
2011,"GOA",303,43,1.02,NA,3,5,"14369002134000002338",NA
2011,"GOA",303,43,NA,NA,1,5,"14369002134000002338",NA
2011,"GOA",303,44,1.24,NA,3,5,"14369002134000002338",NA
2011,"GOA",303,44,NA,NA,1,5,"14369002134000002338",NA
2011,"GOA",303,39,0.89,NA,3,1,"14369002134000002342",NA
2011,"GOA",303,39,NA,NA,1,1,"14369002134000002342",NA
2011,"GOA",303,41,0.91,NA,3,1,"14369002134000002342",NA
2011,"GOA",303,41,0.96,NA,3,1,"14369002134000002342",NA
2011,"GOA",303,41,NA,NA,1,1,"14369002134000002342",NA
2011,"GOA",303,41,NA,NA,1,1,"14369002134000002342",NA
2011,"GOA",303,42,1,NA,3,1,"14369002134000002342",NA
2011,"GOA",303,42,NA,NA,1,1,"14369002134000002342",NA
2011,"GOA",303,43,0.98,NA,3,1,"14369002134000002342",NA
2011,"GOA",303,43,NA,NA,1,1,"14369002134000002342",NA
2011,"GOA",303,38,0.78,NA,3,3,"14369002134000002344",NA
2011,"GOA",303,38,NA,NA,1,3,"14369002134000002344",NA
2011,"GOA",303,41,0.87,NA,3,3,"14369002134000002344",NA
2011,"GOA",303,41,1.05,NA,3,3,"14369002134000002344",NA
2011,"GOA",303,41,NA,NA,1,3,"14369002134000002344",NA
2011,"GOA",303,41,NA,NA,1,3,"14369002134000002344",NA
2011,"GOA",303,42,1.03,NA,3,3,"14369002134000002344",NA
2011,"GOA",303,42,1.03,NA,3,3,"14369002134000002344",NA
2011,"GOA",303,42,NA,NA,1,3,"14369002134000002344",NA
2011,"GOA",303,42,NA,NA,1,3,"14369002134000002344",NA
2011,"GOA",303,40,0.87,NA,3,1,"14369002134000002340",NA
2011,"GOA",303,40,0.93,NA,3,1,"14369002134000002340",NA
2011,"GOA",303,40,NA,NA,1,1,"14369002134000002340",NA
2011,"GOA",303,40,NA,NA,1,1,"14369002134000002340",NA
2011,"GOA",303,41,0.96,NA,3,1,"14369002134000002340",NA
2011,"GOA",303,41,NA,NA,1,1,"14369002134000002340",NA
2011,"GOA",303,42,1.28,NA,3,1,"14369002134000002314",NA
2011,"GOA",303,42,NA,NA,1,1,"14369002134000002314",NA
2011,"GOA",303,45,1.62,NA,3,1,"14369002134000002320",NA
2011,"GOA",303,45,NA,NA,1,1,"14369002134000002320",NA
2011,"GOA",303,46,1.77,NA,3,1,"14369002134000002320",NA
2011,"GOA",303,46,NA,NA,1,1,"14369002134000002320",NA
2011,"GOA",303,42,1.34,NA,3,1,"14369002134000002318",NA
2011,"GOA",303,42,NA,NA,1,1,"14369002134000002318",NA
2011,"GOA",303,46,1.81,NA,3,1,"14369002134000002318",NA
2011,"GOA",303,46,NA,NA,1,1,"14369002134000002318",NA
2011,"GOA",303,40,0.87,NA,3,3,"14369002134000002372",NA
2011,"GOA",303,40,0.93,NA,3,3,"14369002134000002372",NA
2011,"GOA",303,40,NA,NA,1,3,"14369002134000002372",NA
2011,"GOA",303,40,NA,NA,1,3,"14369002134000002372",NA
2011,"GOA",303,39,0.79,NA,3,3,"14369002134000002372",NA
2011,"GOA",303,39,NA,NA,1,3,"14369002134000002372",NA
2011,"GOA",303,41,1.04,NA,3,3,"14369002134000002372",NA
2011,"GOA",303,41,NA,NA,1,3,"14369002134000002372",NA
2011,"GOA",303,42,1.05,NA,3,3,"14369002134000002372",NA
2011,"GOA",303,42,NA,NA,1,3,"14369002134000002372",NA
2011,"GOA",303,38,0.74,NA,3,3,"14369002134000002332",NA
2011,"GOA",303,38,NA,NA,1,3,"14369002134000002332",NA
2011,"GOA",303,42,1.05,NA,3,3,"14369002134000002332",NA
2011,"GOA",303,42,NA,NA,1,3,"14369002134000002332",NA
2011,"GOA",303,43,1.06,NA,3,3,"14369002134000002332",NA
2011,"GOA",303,36,0.63,NA,3,1,"14369002134000002316",NA
2011,"GOA",303,36,0.67,NA,3,1,"14369002134000002316",NA
2011,"GOA",303,36,NA,NA,1,1,"14369002134000002316",NA
2011,"GOA",303,36,NA,NA,1,1,"14369002134000002316",NA
2011,"GOA",303,39,NA,NA,1,1,"14369002134000002362",NA
2011,"GOA",303,40,0.96,NA,3,1,"14369002134000002362",NA
2011,"GOA",303,40,NA,NA,1,1,"14369002134000002362",NA
2011,"GOA",303,42,1.11,NA,3,1,"14369002134000002362",NA
2011,"GOA",303,42,NA,NA,1,1,"14369002134000002362",NA
2011,"GOA",303,43,1.2,NA,3,1,"14369002134000002362",NA
2011,"GOA",303,43,NA,NA,1,1,"14369002134000002362",NA
2011,"GOA",303,44,1.21,NA,3,1,"14369002134000002362",NA
2011,"GOA",303,44,NA,NA,1,1,"14369002134000002362",NA
2011,"GOA",303,41,1.01,NA,3,1,"14369002134000002364",NA
2011,"GOA",303,41,NA,NA,1,1,"14369002134000002364",NA
2011,"GOA",303,42,1.11,NA,3,1,"14369002134000002364",NA
2011,"GOA",303,42,NA,NA,1,1,"14369002134000002364",NA
2011,"GOA",303,43,1.24,NA,3,1,"14369002134000002364",NA
2011,"GOA",303,43,1.25,NA,3,1,"14369002134000002364",NA
2011,"GOA",303,43,NA,NA,1,1,"14369002134000002364",NA
2011,"GOA",303,43,NA,NA,1,1,"14369002134000002364",NA
2011,"GOA",303,37,0.79,NA,3,1,"14369002134000002376",NA
2011,"GOA",303,37,NA,NA,1,1,"14369002134000002376",NA
2011,"GOA",303,41,1.1,NA,3,1,"14369002134000002376",NA
2011,"GOA",303,41,NA,NA,1,1,"14369002134000002376",NA
2011,"GOA",303,39,0.98,NA,3,1,"14369002134000002376",NA
2011,"GOA",303,39,NA,NA,1,1,"14369002134000002376",NA
2011,"GOA",303,42,1.04,NA,3,1,"14369002134000002376",NA
2011,"GOA",303,42,NA,NA,1,1,"14369002134000002376",NA
2011,"GOA",303,43,1.14,NA,3,1,"14369002134000002376",NA
2011,"GOA",303,43,NA,NA,1,1,"14369002134000002376",NA
2011,"GOA",303,39,0.92,NA,3,3,"14369002134000002382",NA
2011,"GOA",303,39,NA,NA,1,3,"14369002134000002382",NA
2011,"GOA",303,42,1.07,NA,3,3,"14369002134000002382",NA
2011,"GOA",303,42,NA,NA,1,3,"14369002134000002382",NA
2011,"GOA",303,37,0.78,NA,3,3,"14369002134000002382",NA
2011,"GOA",303,37,0.84,NA,3,3,"14369002134000002382",NA
2011,"GOA",303,37,NA,NA,1,3,"14369002134000002382",NA
2011,"GOA",303,37,NA,NA,1,3,"14369002134000002382",NA
2011,"GOA",303,39,1,NA,3,3,"14369002134000002382",NA
2011,"GOA",303,39,NA,NA,1,3,"14369002134000002382",NA
2011,"GOA",303,37,0.8,NA,3,1,"14369002134000002378",NA
2011,"GOA",303,37,NA,NA,1,1,"14369002134000002378",NA
2011,"GOA",303,41,1.03,NA,3,1,"14369002134000002378",NA
2011,"GOA",303,41,NA,NA,1,1,"14369002134000002378",NA
2011,"GOA",303,39,0.91,NA,3,1,"14369002134000002378",NA
2011,"GOA",303,39,NA,NA,1,1,"14369002134000002378",NA
2011,"GOA",303,43,1.03,NA,3,1,"14369002134000002378",NA
2011,"GOA",303,43,1.1,NA,3,1,"14369002134000002378",NA
2011,"GOA",303,43,NA,NA,1,1,"14369002134000002378",NA
2011,"GOA",303,43,NA,NA,1,1,"14369002134000002378",NA
2011,"GOA",303,36,0.72,NA,3,1,"14369002134000002388",NA
2011,"GOA",303,36,NA,NA,1,1,"14369002134000002388",NA
2011,"GOA",303,40,0.94,NA,3,1,"14369002134000002388",NA
2011,"GOA",303,40,NA,NA,1,1,"14369002134000002388",NA
2011,"GOA",303,42,1.07,NA,3,1,"14369002134000002388",NA
2011,"GOA",303,42,1.1,NA,3,1,"14369002134000002388",NA
2011,"GOA",303,42,NA,NA,1,1,"14369002134000002388",NA
2011,"GOA",303,42,NA,NA,1,1,"14369002134000002388",NA
2011,"GOA",303,43,1.02,NA,3,1,"14369002134000002388",NA
2011,"GOA",303,43,NA,NA,1,1,"14369002134000002388",NA
2011,"GOA",303,41,0.98,NA,3,1,"14369002134000002380",NA
2011,"GOA",303,41,1.01,NA,3,1,"14369002134000002380",NA
2011,"GOA",303,41,NA,NA,1,1,"14369002134000002380",NA
2011,"GOA",303,41,NA,NA,1,1,"14369002134000002380",NA
2011,"GOA",303,41,0.92,NA,3,1,"14369002134000002380",NA
2011,"GOA",303,41,NA,NA,1,1,"14369002134000002380",NA
2011,"GOA",303,42,0.99,NA,3,1,"14369002134000002380",NA
2011,"GOA",303,42,NA,NA,1,1,"14369002134000002380",NA
2011,"GOA",303,43,1.05,NA,3,1,"14369002134000002380",NA
2011,"GOA",303,37,0.69,NA,3,5,"14369002134000002348",NA
2011,"GOA",303,37,NA,NA,1,5,"14369002134000002348",NA
2011,"GOA",303,40,0.9,NA,3,5,"14369002134000002348",NA
2011,"GOA",303,40,NA,NA,1,5,"14369002134000002348",NA
2011,"GOA",303,41,0.99,NA,3,5,"14369002134000002348",NA
2011,"GOA",303,41,1.01,NA,3,5,"14369002134000002348",NA
2011,"GOA",303,41,NA,NA,1,5,"14369002134000002348",NA
2011,"GOA",303,41,NA,NA,1,5,"14369002134000002348",NA
2011,"GOA",303,43,1.1,NA,3,5,"14369002134000002348",NA
2011,"GOA",303,43,NA,NA,1,5,"14369002134000002348",NA
2011,"GOA",303,40,0.82,NA,3,3,"14369002134000002356",NA
2011,"GOA",303,40,NA,NA,1,3,"14369002134000002356",NA
2011,"GOA",303,41,0.86,NA,3,3,"14369002134000002356",NA
2011,"GOA",303,41,0.95,NA,3,3,"14369002134000002356",NA
2011,"GOA",303,41,NA,NA,1,3,"14369002134000002356",NA
2011,"GOA",303,41,NA,NA,1,3,"14369002134000002356",NA
2011,"GOA",303,42,0.93,NA,3,3,"14369002134000002356",NA
2011,"GOA",303,42,NA,NA,1,3,"14369002134000002356",NA
2011,"GOA",303,43,0.98,NA,3,3,"14369002134000002356",NA
2011,"GOA",303,43,NA,NA,1,3,"14369002134000002356",NA
2011,"GOA",303,36,0.73,NA,3,3,"14369002134000002368",NA
2011,"GOA",303,36,0.75,NA,3,3,"14369002134000002368",NA
2011,"GOA",303,36,NA,NA,1,3,"14369002134000002368",NA
2011,"GOA",303,36,NA,NA,1,3,"14369002134000002368",NA
2011,"GOA",303,41,0.91,NA,3,3,"14369002134000002368",NA
2011,"GOA",303,41,NA,NA,1,3,"14369002134000002368",NA
2011,"GOA",303,43,1.04,NA,3,3,"14369002134000002368",NA
2011,"GOA",303,43,NA,NA,1,3,"14369002134000002368",NA
2011,"GOA",303,44,1.28,NA,3,3,"14369002134000002368",NA
2011,"GOA",303,44,NA,NA,1,3,"14369002134000002368",NA
2011,"GOA",303,43,NA,NA,1,1,"14369002134000002380",NA
2011,"GOA",303,38,0.77,NA,3,1,"14369002134000002350",NA
2011,"GOA",303,38,NA,NA,1,1,"14369002134000002350",NA
2011,"GOA",303,41,0.99,NA,3,1,"14369002134000002350",NA
2011,"GOA",303,41,1.01,NA,3,1,"14369002134000002350",NA
2011,"GOA",303,41,NA,NA,1,1,"14369002134000002350",NA
2011,"GOA",303,41,NA,NA,1,1,"14369002134000002350",NA
2011,"GOA",303,42,0.98,NA,3,1,"14369002134000002350",NA
2011,"GOA",303,42,NA,NA,1,1,"14369002134000002350",NA
2011,"GOA",303,35,0.68,NA,3,3,"14369002134000002336",NA
2011,"GOA",303,35,NA,NA,1,3,"14369002134000002336",NA
2011,"GOA",303,37,0.77,NA,3,3,"14369002134000002336",NA
2011,"GOA",303,37,NA,NA,1,3,"14369002134000002336",NA
2011,"GOA",303,40,0.95,NA,3,3,"14369002134000002336",NA
2011,"GOA",303,40,NA,NA,1,3,"14369002134000002336",NA
2011,"GOA",303,41,1,NA,3,3,"14369002134000002336",NA
2011,"GOA",303,41,NA,NA,1,3,"14369002134000002336",NA
2011,"GOA",303,40,0.8,NA,3,1,"14369002134000002366",NA
2011,"GOA",303,40,NA,NA,1,1,"14369002134000002366",NA
2011,"GOA",303,37,0.75,NA,3,1,"14369002134000002366",NA
2011,"GOA",303,37,NA,NA,1,1,"14369002134000002366",NA
2011,"GOA",303,38,0.79,NA,3,1,"14369002134000002366",NA
2011,"GOA",303,38,NA,NA,1,1,"14369002134000002366",NA
2011,"GOA",303,40,0.95,NA,3,1,"14369002134000002366",NA
2011,"GOA",303,40,NA,NA,1,1,"14369002134000002366",NA
2011,"GOA",303,41,1.05,NA,3,1,"14369002134000002366",NA
2011,"GOA",303,41,NA,NA,1,1,"14369002134000002366",NA
2011,"GOA",303,40,0.99,NA,3,1,"14369002134000002352",NA
2011,"GOA",303,40,NA,NA,1,1,"14369002134000002352",NA
2011,"GOA",303,36,0.73,NA,3,1,"14369002134000002352",NA
2011,"GOA",303,36,NA,NA,1,1,"14369002134000002352",NA
2011,"GOA",303,40,1.01,NA,3,1,"14369002134000002352",NA
2011,"GOA",303,40,NA,NA,1,1,"14369002134000002352",NA
2011,"GOA",303,41,1.03,NA,3,1,"14369002134000002352",NA
2011,"GOA",303,41,NA,NA,1,1,"14369002134000002352",NA
2011,"GOA",303,42,1.01,NA,3,1,"14369002134000002352",NA
2011,"GOA",303,42,NA,NA,1,1,"14369002134000002352",NA
2011,"GOA",303,39,0.85,NA,3,3,"14369002134000002354",NA
2011,"GOA",303,39,NA,NA,1,3,"14369002134000002354",NA
2011,"GOA",303,41,0.99,NA,3,3,"14369002134000002354",NA
2011,"GOA",303,41,NA,NA,1,3,"14369002134000002354",NA
2011,"GOA",303,42,1.04,NA,3,3,"14369002134000002354",NA
2011,"GOA",303,42,NA,NA,1,3,"14369002134000002354",NA
2011,"GOA",303,41,0.96,NA,3,3,"14369002134000002354",NA
2011,"GOA",303,41,NA,NA,1,3,"14369002134000002354",NA
2011,"GOA",303,43,1.16,NA,3,3,"14369002134000002354",NA
2011,"GOA",303,43,NA,NA,1,3,"14369002134000002354",NA
2011,"GOA",303,39,0.99,NA,3,1,"14369002134000002362",NA
2012,"GOA",303,39,0.9,NA,3,1,"15360002046000000020",NA
2012,"GOA",303,39,NA,NA,1,1,"15360002046000000020",NA
2012,"GOA",303,41,NA,NA,1,1,"15575006182000000082",NA
2012,"GOA",303,38,0.8,NA,3,1,"15575006182000000084",NA
2012,"GOA",303,38,NA,NA,1,1,"15575006182000000084",NA
2012,"GOA",303,42,1.1,NA,3,1,"15575006182000000084",NA
2012,"GOA",303,42,NA,NA,1,1,"15575006182000000084",NA
2012,"GOA",303,38,0.6,NA,3,1,"15575006182000000086",NA
2012,"GOA",303,38,NA,NA,1,1,"15575006182000000086",NA
2012,"GOA",303,41,1,NA,3,1,"15575006182000000086",NA
2012,"GOA",303,41,NA,NA,1,1,"15575006182000000086",NA
2012,"GOA",303,40,1,NA,3,1,"15360002046000000020",NA
2012,"GOA",303,40,NA,NA,1,1,"15360002046000000020",NA
2012,"GOA",303,39,0.7,NA,3,1,"15575006182000000088",NA
2012,"GOA",303,39,NA,NA,1,1,"15575006182000000088",NA
2012,"GOA",303,40,0.9,NA,3,1,"15575006182000000088",NA
2012,"GOA",303,40,NA,NA,1,1,"15575006182000000088",NA
2012,"GOA",303,42,1,NA,3,1,"15575006182000000088",NA
2012,"GOA",303,42,NA,NA,1,1,"15575006182000000088",NA
2012,"GOA",303,43,1,NA,3,1,"15575006182000000088",NA
2012,"GOA",303,43,NA,NA,1,1,"15575006182000000088",NA
2012,"GOA",303,42,1.1,NA,3,1,"15575006182000000088",NA
2012,"GOA",303,42,NA,26,1,1,"15575006182000000088",NA
2012,"GOA",303,43,1,NA,3,1,"15575006182000000082",NA
2012,"GOA",303,43,NA,NA,1,1,"15575006182000000082",NA
2012,"GOA",303,37,0.8,NA,3,1,"15575006182000000082",NA
2012,"GOA",303,37,0.8,NA,3,1,"15575006182000000082",NA
2012,"GOA",303,37,NA,16,1,1,"15575006182000000082",NA
2012,"GOA",303,37,NA,NA,1,1,"15575006182000000082",NA
2012,"GOA",303,39,0.9,NA,3,1,"15575006182000000082",NA
2012,"GOA",303,39,NA,13,1,1,"15575006182000000082",NA
2012,"GOA",303,41,0.7,NA,3,1,"15575006182000000082",NA
2012,"GOA",303,39,0.95,NA,3,1,"15360002046000000008",NA
2012,"GOA",303,39,NA,NA,1,1,"15360002046000000008",NA
2012,"GOA",303,36,0.7,NA,3,1,"15360002046000000008",NA
2012,"GOA",303,36,NA,NA,1,1,"15360002046000000008",NA
2012,"GOA",303,40,1,NA,3,1,"15575001674000000240",NA
2012,"GOA",303,40,NA,NA,1,1,"15575001674000000240",NA
2012,"GOA",303,42,1,NA,3,1,"15575001674000000240",NA
2012,"GOA",303,42,NA,NA,1,1,"15575001674000000240",NA
2012,"GOA",303,41,1,NA,3,1,"15575001674000000240",NA
2012,"GOA",303,41,1.1,NA,3,1,"15575001674000000240",NA
2012,"GOA",303,41,NA,17,1,1,"15575001674000000240",NA
2012,"GOA",303,41,NA,14,1,1,"15575001674000000240",NA
2012,"GOA",303,42,1.1,NA,3,1,"15575001674000000240",NA
2012,"GOA",303,42,NA,NA,1,1,"15575001674000000240",NA
2012,"GOA",303,39,0.6,NA,3,4,"15575001674000000234",NA
2012,"GOA",303,39,0.8,NA,3,4,"15575001674000000234",NA
2012,"GOA",303,39,NA,NA,1,4,"15575001674000000234",NA
2012,"GOA",303,39,NA,NA,1,4,"15575001674000000234",NA
2012,"GOA",303,41,1,NA,3,4,"15575001674000000234",NA
2012,"GOA",303,41,NA,NA,1,4,"15575001674000000234",NA
2012,"GOA",303,43,1.1,NA,3,4,"15575001674000000234",NA
2012,"GOA",303,43,NA,NA,1,4,"15575001674000000234",NA
2012,"GOA",303,47,1.6,NA,3,4,"15575001674000000234",NA
2012,"GOA",303,47,NA,30,1,4,"15575001674000000234",NA
2012,"GOA",303,38,0.6,NA,3,1,"15575001674000000244",NA
2012,"GOA",303,38,0.6,NA,3,1,"15575001674000000244",NA
2012,"GOA",303,38,NA,NA,1,1,"15575001674000000244",NA
2012,"GOA",303,38,NA,12,1,1,"15575001674000000244",NA
2012,"GOA",303,37,0.5,NA,3,1,"15575001674000000244",NA
2012,"GOA",303,37,NA,NA,1,1,"15575001674000000244",NA
2012,"GOA",303,39,0.7,NA,3,1,"15575001674000000244",NA
2012,"GOA",303,39,NA,NA,1,1,"15575001674000000244",NA
2012,"GOA",303,35,0.6,NA,3,1,"15575001674000000246",NA
2012,"GOA",303,35,NA,NA,1,1,"15575001674000000246",NA
2012,"GOA",303,37,0.6,NA,3,1,"15575001674000000246",NA
2012,"GOA",303,37,0.7,NA,3,1,"15575001674000000246",NA
2012,"GOA",303,37,NA,18,1,1,"15575001674000000246",NA
2012,"GOA",303,37,NA,13,1,1,"15575001674000000246",NA
2012,"GOA",303,37,0.7,NA,3,1,"15575001674000000246",NA
2012,"GOA",303,37,NA,NA,1,1,"15575001674000000246",NA
2012,"GOA",303,39,0.7,NA,3,1,"15575001674000000246",NA
2012,"GOA",303,39,NA,NA,1,1,"15575001674000000246",NA
2012,"GOA",303,36,0.7,NA,3,1,"15575001674000000248",NA
2012,"GOA",303,36,NA,NA,1,1,"15575001674000000248",NA
2012,"GOA",303,37,0.6,NA,3,1,"15575001674000000248",NA
2012,"GOA",303,37,NA,NA,1,1,"15575001674000000248",NA
2012,"GOA",303,37,0.6,NA,3,1,"15575001674000000248",NA
2012,"GOA",303,37,NA,NA,1,1,"15575001674000000248",NA
2012,"GOA",303,39,0.7,NA,3,1,"15575001674000000248",NA
2012,"GOA",303,39,0.8,NA,3,1,"15575001674000000248",NA
2012,"GOA",303,39,NA,NA,1,1,"15575001674000000248",NA
2012,"GOA",303,39,NA,NA,1,1,"15575001674000000248",NA
2012,"GOA",303,41,0.8,NA,3,1,"15575001674000000236",NA
2012,"GOA",303,41,1,NA,3,1,"15575001674000000236",NA
2012,"GOA",303,41,NA,NA,1,1,"15575001674000000236",NA
2012,"GOA",303,41,NA,NA,1,1,"15575001674000000236",NA
2012,"GOA",303,38,0.7,NA,3,1,"15575001674000000242",NA
2012,"GOA",303,38,NA,NA,1,1,"15575001674000000242",NA
2012,"GOA",303,37,0.7,NA,3,1,"15575001674000000252",NA
2012,"GOA",303,37,NA,NA,1,1,"15575001674000000252",NA
2012,"GOA",303,38,0.7,NA,3,1,"15575001674000000252",NA
2012,"GOA",303,38,NA,14,1,1,"15575001674000000252",NA
2012,"GOA",303,40,1,NA,3,1,"15575001674000000252",NA
2012,"GOA",303,40,NA,NA,1,1,"15575001674000000252",NA
2012,"GOA",303,33,0.5,NA,3,1,"15575001674000000252",NA
2012,"GOA",303,33,NA,NA,1,1,"15575001674000000252",NA
2012,"GOA",303,39,0.9,NA,3,1,"15575001674000000252",NA
2012,"GOA",303,39,NA,NA,1,1,"15575001674000000252",NA
2012,"GOA",303,35,0.55,NA,3,1,"15349002861000000190",NA
2012,"GOA",303,35,NA,NA,1,1,"15349002861000000190",NA
2012,"GOA",303,36,0.65,NA,3,1,"15349002861000000190",NA
2012,"GOA",303,36,NA,NA,1,1,"15349002861000000190",NA
2012,"GOA",303,34,0.6,NA,3,1,"15349002861000000208",NA
2012,"GOA",303,34,NA,10,1,1,"15349002861000000208",NA
2012,"GOA",303,35,0.54,NA,3,1,"15796001571000000188",NA
2012,"GOA",303,35,NA,18,1,1,"15796001571000000188",NA
2012,"GOA",303,38,0.74,NA,3,1,"15796001571000000188",NA
2012,"GOA",303,38,NA,16,1,1,"15796001571000000188",NA
2012,"GOA",303,36,0.7,NA,3,1,"15796001571000000188",NA
2012,"GOA",303,36,NA,NA,1,1,"15796001571000000188",NA
2012,"GOA",303,38,0.8,NA,3,1,"15796001571000000188",NA
2012,"GOA",303,38,0.86,NA,3,1,"15796001571000000188",NA
2012,"GOA",303,38,NA,14,1,1,"15796001571000000188",NA
2012,"GOA",303,38,NA,NA,1,1,"15796001571000000188",NA
2012,"GOA",303,35,0.68,NA,3,1,"15796001571000000190",NA
2012,"GOA",303,35,NA,NA,1,1,"15796001571000000190",NA
2012,"GOA",303,37,0.73,NA,3,1,"15796001571000000190",NA
2012,"GOA",303,37,NA,NA,1,1,"15796001571000000190",NA
2012,"GOA",303,38,0.8,NA,3,1,"15796001571000000190",NA
2012,"GOA",303,38,0.8,NA,3,1,"15796001571000000190",NA
2012,"GOA",303,38,NA,NA,1,1,"15796001571000000190",NA
2012,"GOA",303,38,NA,NA,1,1,"15796001571000000190",NA
2012,"GOA",303,39,0.82,NA,3,1,"15796001571000000190",NA
2012,"GOA",303,39,NA,NA,1,1,"15796001571000000190",NA
2012,"GOA",303,38,NA,13,1,1,"15377000979000000470",NA
2012,"GOA",303,37,NA,NA,1,1,"15377000979000000470",NA
2012,"GOA",303,36,NA,NA,1,3,"15377000979000000472",NA
2012,"GOA",303,37,NA,NA,1,3,"15377000979000000472",NA
2012,"GOA",303,37,NA,NA,1,3,"15377000979000000472",NA
2012,"GOA",303,39,NA,15,1,1,"15377000979000000456",NA
2012,"GOA",303,37,1.54,NA,3,1,"15273000979000000430",NA
2012,"GOA",303,37,NA,NA,1,1,"15273000979000000430",NA
2012,"GOA",303,45,2.12,NA,3,1,"15273000979000000430",NA
2012,"GOA",303,45,NA,NA,1,1,"15273000979000000430",NA
2012,"GOA",303,23,0.2,NA,3,1,"16082002781000149486",NA
2012,"GOA",303,23,NA,NA,1,1,"16082002781000149486",NA
2012,"GOA",303,36,0.6,NA,3,1,"16082002781000149486",NA
2012,"GOA",303,36,NA,18,1,1,"16082002781000149486",NA
2012,"GOA",303,40,1.1,NA,3,1,"15273000979000000436",NA
2012,"GOA",303,40,NA,NA,1,1,"15273000979000000436",NA
2012,"GOA",303,41,1.1,NA,3,1,"15273000979000000436",NA
2012,"GOA",303,41,NA,NA,1,1,"15273000979000000436",NA
2012,"GOA",303,36,0.9,NA,3,1,"15273000979000000438",NA
2012,"GOA",303,36,NA,14,1,1,"15273000979000000438",NA
2012,"GOA",303,42,1.3,NA,3,1,"15273000979000000438",NA
2012,"GOA",303,42,NA,28,1,1,"15273000979000000438",NA
2012,"GOA",303,40,0.9,NA,3,1,"15360006182000000098",NA
2012,"GOA",303,40,NA,NA,1,1,"15360006182000000098",NA
2012,"GOA",303,37,0.8,NA,3,1,"15360006182000000098",NA
2012,"GOA",303,37,NA,NA,1,1,"15360006182000000098",NA
2012,"GOA",303,41,1.1,NA,3,1,"15360006182000000100",NA
2012,"GOA",303,41,NA,29,1,1,"15360006182000000100",NA
2012,"GOA",303,40,0.9,NA,3,1,"15360006182000000150",NA
2012,"GOA",303,40,NA,NA,1,1,"15360006182000000150",NA
2012,"GOA",303,43,1.05,NA,3,1,"15360006182000000150",NA
2012,"GOA",303,43,NA,NA,1,1,"15360006182000000150",NA
2012,"GOA",303,35,0.6,NA,3,1,"15360006182000000148",NA
2012,"GOA",303,35,NA,NA,1,1,"15360006182000000148",NA
2012,"GOA",303,40,0.8,NA,3,1,"15360006182000000148",NA
2012,"GOA",303,40,NA,NA,1,1,"15360006182000000148",NA
2012,"GOA",303,43,1.15,NA,3,1,"15360006182000000100",NA
2012,"GOA",303,43,NA,32,1,1,"15360006182000000100",NA
2012,"GOA",303,38,0.8,NA,3,1,"15360006182000000152",NA
2012,"GOA",303,38,NA,17,1,1,"15360006182000000152",NA
2012,"GOA",303,39,0.85,NA,3,1,"15360006182000000152",NA
2012,"GOA",303,39,NA,NA,1,1,"15360006182000000152",NA
2012,"GOA",303,39,0.8,NA,3,1,"15360006182000000120",NA
2012,"GOA",303,39,NA,NA,1,1,"15360006182000000120",NA
2012,"GOA",303,40,0.9,NA,3,1,"15360006182000000120",NA
2012,"GOA",303,40,0.95,NA,3,1,"15360006182000000120",NA
2012,"GOA",303,40,NA,NA,1,1,"15360006182000000120",NA
2012,"GOA",303,40,NA,NA,1,1,"15360006182000000120",NA
